timestamp,latitude,longitude,speed,heading,pax_load,delay_s
118,48.964702,2.396212,82.99,17.8,87.6,104.0
119,48.965412,2.396559,82.99,17.8,87.6,104.0
120,48.966121,2.396905,82.99,17.8,87.6,104.0
121,48.966831,2.397252,82.99,17.8,87.6,104.0
122,48.967541,2.397599,82.99,17.8,87.5,104.0
123,48.968251,2.397946,82.99,17.8,87.5,104.0
124,48.968961,2.398293,82.99,17.8,87.5,104.0
125,48.969671,2.39864,82.99,17.8,87.5,104.0
126,48.97038,2.398987,82.99,17.8,87.5,104.0
127,48.97109,2.399334,82.99,17.8,87.4,104.0
128,48.9718,2.39968,82.99,17.8,87.4,104.0
129,48.97251,2.400027,82.99,17.8,87.4,104.0
130,48.97322,2.400374,82.99,17.8,87.4,104.0
131,48.97393,2.400721,82.99,17.8,87.3,104.0
132,48.97464,2.401068,82.99,17.8,87.3,104.0
133,48.975349,2.401415,82.99,17.8,87.3,104.0
134,48.976059,2.401762,82.99,17.8,87.3,104.0
135,48.976769,2.402109,82.99,17.8,87.2,104.0
136,48.977479,2.402455,82.99,17.8,87.2,104.0
137,48.978189,2.402802,82.98,17.8,87.2,104.0
138,48.978899,2.403149,82.98,17.8,87.2,103.0
139,48.979608,2.403496,82.98,17.8,87.1,103.0
140,48.980318,2.403843,82.98,17.8,87.1,103.0
141,48.981028,2.40419,82.98,17.8,87.1,103.0
142,48.981738,2.404537,82.98,17.8,87.1,103.0
143,48.982448,2.404884,82.98,17.8,87.0,103.0
144,48.983158,2.40523,82.98,17.8,87.0,103.0
145,48.983868,2.405577,82.98,17.8,87.0,103.0
146,48.984577,2.405924,82.98,17.8,87.0,103.0
147,48.985287,2.406271,82.98,17.8,86.9,103.0
148,48.985997,2.406618,82.98,17.8,86.9,103.0
149,48.986707,2.406965,82.98,17.8,86.9,103.0
150,48.987417,2.407312,82.98,17.8,86.9,103.0
151,48.988127,2.407659,82.98,17.8,86.8,103.0
152,48.988836,2.408005,82.98,17.8,86.8,103.0
153,48.989546,2.408352,82.98,17.8,86.8,103.0
154,48.990256,2.408699,82.98,17.8,86.8,103.0
155,48.990966,2.409046,82.98,17.8,86.7,103.0
156,48.991676,2.409393,82.98,17.8,86.7,103.0
157,48.992386,2.40974,82.98,17.8,86.7,103.0
158,48.993096,2.410087,82.98,17.8,86.7,103.0
159,48.993805,2.410434,82.98,17.8,86.6,103.0
160,48.994515,2.410781,82.98,17.8,86.6,103.0
161,48.995225,2.411127,82.98,17.8,86.6,103.0
162,48.995935,2.411474,82.98,17.8,86.6,103.0
163,48.996645,2.411821,82.98,17.8,86.5,103.0
164,48.997355,2.412168,82.98,17.8,86.5,103.0
165,48.998064,2.412515,82.98,17.8,86.5,103.0
166,48.998774,2.412862,82.98,17.8,86.5,103.0
167,48.999484,2.413209,82.98,17.8,86.4,103.0
168,49.000194,2.413556,82.98,17.8,86.4,102.0
169,49.000904,2.413902,82.98,17.8,86.4,102.0
170,49.001614,2.414249,82.98,17.8,86.4,102.0
171,49.002323,2.414596,82.98,17.8,86.3,102.0
172,49.003033,2.414943,82.98,17.8,86.3,102.0
173,49.003743,2.41529,82.98,17.8,86.3,102.0
174,49.004453,2.415637,82.98,17.8,86.3,102.0
175,49.005163,2.415984,82.98,17.8,86.2,102.0
176,49.005873,2.416331,82.98,17.8,86.2,102.0
177,49.006583,2.416677,82.98,17.8,86.2,102.0
178,49.007292,2.417024,82.98,17.8,86.2,102.0
179,49.008002,2.417371,82.98,17.8,86.1,102.0
180,49.008712,2.417718,82.98,17.8,86.1,102.0
181,49.009422,2.418065,82.98,17.8,86.1,102.0
182,49.010132,2.418412,82.98,17.8,86.0,102.0
183,49.010842,2.418759,82.98,17.8,86.0,102.0
184,49.011551,2.419106,82.98,17.8,86.0,102.0
185,49.012261,2.419452,82.98,17.8,86.0,102.0
186,49.012971,2.419799,82.98,17.8,85.9,102.0
187,49.013681,2.420146,82.98,17.8,85.9,102.0
188,49.014391,2.420493,82.98,17.8,85.9,102.0
189,49.015101,2.42084,82.98,17.8,85.9,102.0
190,49.015811,2.421187,82.98,17.8,85.8,102.0
191,49.01652,2.421534,82.98,17.8,85.8,102.0
192,49.01723,2.421881,82.98,17.8,85.8,102.0
193,49.01794,2.422227,82.98,17.8,85.8,102.0
194,49.01865,2.422574,82.98,17.8,85.7,102.0
195,49.01936,2.422921,82.98,17.8,85.7,102.0
196,49.02007,2.423268,82.98,17.8,85.7,102.0
197,49.020779,2.423615,82.98,17.8,85.7,102.0
198,49.021489,2.423962,82.98,17.8,85.6,101.0
199,49.022199,2.424309,82.98,17.8,85.6,101.0
200,49.022909,2.424656,82.98,17.8,85.6,101.0
201,49.023619,2.425003,82.98,17.8,85.5,101.0
202,49.024329,2.425349,82.98,17.8,85.5,101.0
203,49.025039,2.425696,82.98,17.8,85.5,101.0
204,49.025748,2.426043,82.98,17.8,85.5,101.0
205,49.026458,2.42639,82.98,17.8,85.4,101.0
206,49.027168,2.426737,82.98,17.8,85.4,101.0
207,49.027878,2.427084,82.98,17.8,85.4,101.0
208,49.028588,2.427431,82.98,17.8,85.4,101.0
209,49.029298,2.427778,82.98,17.8,85.3,101.0
210,49.030007,2.428124,82.98,17.8,85.3,101.0
211,49.030717,2.428471,82.98,17.8,85.3,101.0
212,49.031427,2.428818,82.98,17.8,85.3,101.0
213,49.032137,2.429165,82.98,17.8,85.2,101.0
214,49.032847,2.429512,82.98,17.8,85.2,101.0
215,49.033557,2.429859,82.98,17.8,85.2,101.0
216,49.034267,2.430206,82.98,17.8,85.1,101.0
217,49.034976,2.430553,82.98,17.8,85.1,101.0
218,49.035686,2.430899,82.98,17.8,85.1,101.0
219,49.036396,2.431246,82.98,17.8,85.1,101.0
220,49.037106,2.431593,82.98,17.8,85.0,101.0
221,49.037816,2.43194,82.98,17.8,85.0,101.0
222,49.038526,2.432287,82.98,17.8,85.0,101.0
223,49.039235,2.432634,82.98,17.8,85.0,101.0
224,49.039945,2.432981,82.98,17.8,84.9,101.0
225,49.040655,2.433328,82.98,17.8,84.9,101.0
226,49.041365,2.433674,82.98,17.8,84.9,101.0
227,49.042075,2.434021,82.97,17.8,84.8,100.0
228,49.042785,2.434368,82.97,17.8,84.8,100.0
229,49.043494,2.434715,82.97,17.8,84.8,100.0
230,49.044204,2.435062,82.97,17.8,84.8,100.0
231,49.044914,2.435409,82.97,17.8,84.7,100.0
232,49.045624,2.435756,82.97,17.8,84.7,100.0
233,49.046334,2.436103,82.97,17.8,84.7,100.0
234,49.047044,2.436449,82.97,17.8,84.7,100.0
235,49.047754,2.436796,82.97,17.8,84.6,100.0
236,49.048463,2.437143,82.97,17.8,84.6,100.0
237,49.049173,2.43749,82.97,17.8,84.6,100.0
238,49.049883,2.437837,82.97,17.8,84.5,100.0
239,49.050593,2.438184,82.97,17.8,84.5,100.0
240,49.051303,2.438531,82.97,17.8,84.5,100.0
241,49.052013,2.438878,82.97,17.8,84.5,100.0
242,49.052722,2.439225,82.97,17.8,84.4,100.0
243,49.053432,2.439571,82.97,17.8,84.4,100.0
244,49.054142,2.439918,82.97,17.8,84.4,100.0
245,49.054852,2.440265,82.97,17.8,84.3,100.0
246,49.055562,2.440612,82.97,17.8,84.3,100.0
247,49.056272,2.440959,82.97,17.8,84.3,100.0
248,49.056982,2.441306,82.97,17.8,84.3,100.0
249,49.057691,2.441653,82.97,17.8,84.2,100.0
250,49.058401,2.442,82.97,17.8,84.2,100.0
251,49.059111,2.442346,82.97,17.8,84.2,100.0
252,49.059821,2.442693,82.97,17.8,84.2,100.0
253,49.060531,2.44304,82.97,17.8,84.1,100.0
254,49.061241,2.443387,82.97,17.8,84.1,100.0
255,49.06195,2.443734,82.97,17.8,84.1,99.0
256,49.06266,2.444081,82.97,17.8,84.0,99.0
257,49.06337,2.444428,82.97,17.8,84.0,99.0
258,49.06408,2.444775,82.97,17.8,84.0,99.0
259,49.06479,2.445121,82.97,17.8,84.0,99.0
260,49.0655,2.445468,82.97,17.8,83.9,99.0
261,49.06621,2.445815,82.97,17.8,83.9,99.0
262,49.066919,2.446162,82.97,17.8,83.9,99.0
263,49.067629,2.446509,82.97,17.8,83.8,99.0
264,49.068339,2.446856,82.97,17.8,83.8,99.0
265,49.069049,2.447203,82.97,17.8,83.8,99.0
266,49.069759,2.44755,82.97,17.8,83.8,99.0
267,49.070469,2.447896,82.97,17.8,83.7,99.0
268,49.071178,2.448243,82.97,17.8,83.7,99.0
269,49.071888,2.44859,82.97,17.8,83.7,99.0
270,49.072598,2.448937,82.97,17.8,83.6,99.0
271,49.073308,2.449284,82.97,17.8,83.6,99.0
272,49.074018,2.449631,82.97,17.8,83.6,99.0
273,49.074728,2.449978,82.97,17.8,83.6,99.0
274,49.075438,2.450325,82.97,17.8,83.5,99.0
275,49.076147,2.450672,82.97,17.8,83.5,99.0
276,49.076857,2.451018,82.97,17.7,83.5,99.0
277,49.077567,2.451365,82.97,17.7,83.4,99.0
278,49.078277,2.451712,82.97,17.7,83.4,99.0
279,49.078987,2.452059,82.97,17.7,83.4,99.0
280,49.079697,2.452406,82.97,17.7,83.4,99.0
281,49.080406,2.452753,82.97,17.7,83.3,99.0
282,49.081116,2.4531,82.97,17.7,83.3,99.0
283,49.081826,2.453447,82.97,17.7,83.3,98.0
284,49.082536,2.453793,82.97,17.7,83.2,98.0
285,49.083246,2.45414,82.97,17.7,83.2,98.0
286,49.083956,2.454487,82.97,17.7,83.2,98.0
287,49.084665,2.454834,82.97,17.7,83.1,98.0
288,49.085375,2.455181,82.97,17.7,83.1,98.0
289,49.086085,2.455528,82.97,17.7,83.1,98.0
290,49.086795,2.455875,82.97,17.7,83.1,98.0
291,49.087505,2.456222,82.97,17.7,83.0,98.0
292,49.088215,2.456568,82.97,17.7,83.0,98.0
293,49.088925,2.456915,82.97,17.7,83.0,98.0
294,49.089634,2.457262,82.97,17.7,82.9,98.0
295,49.090344,2.457609,82.97,17.7,82.9,98.0
296,49.091054,2.457956,82.97,17.7,82.9,98.0
297,49.091764,2.458303,82.97,17.7,82.9,98.0
298,49.092474,2.45865,82.97,17.7,82.8,98.0
299,49.093184,2.458997,82.97,17.7,82.8,98.0
300,49.093893,2.459343,82.97,17.7,82.8,98.0
301,49.094603,2.45969,82.97,17.7,82.7,98.0
302,49.095313,2.460037,82.97,17.7,82.7,98.0
303,49.096023,2.460384,82.97,17.7,82.7,98.0
304,49.096733,2.460731,82.97,17.7,82.6,98.0
305,49.097443,2.461078,82.97,17.7,82.6,98.0
306,49.098153,2.461425,82.97,17.7,82.6,98.0
307,49.098862,2.461772,82.97,17.7,82.6,98.0
308,49.099572,2.462118,82.97,17.7,82.5,98.0
309,49.100282,2.462465,82.97,17.7,82.5,98.0
310,49.100992,2.462812,82.97,17.7,82.5,97.0
311,49.101702,2.463159,82.97,17.7,82.4,97.0
312,49.102412,2.463506,82.97,17.7,82.4,97.0
313,49.103121,2.463853,82.97,17.7,82.4,97.0
314,49.103831,2.4642,82.97,17.7,82.4,97.0
315,49.104541,2.464547,82.97,17.7,82.3,97.0
316,49.105251,2.464894,82.97,17.7,82.3,97.0
317,49.105961,2.46524,82.97,17.7,82.3,97.0
318,49.106671,2.465587,82.96,17.7,82.2,97.0
319,49.107381,2.465934,82.96,17.7,82.2,97.0
320,49.10809,2.466281,82.96,17.7,82.2,97.0
321,49.1088,2.466628,82.96,17.7,82.1,97.0
322,49.10951,2.466975,82.96,17.7,82.1,97.0
323,49.11022,2.467322,82.96,17.7,82.1,97.0
324,49.11093,2.467669,82.96,17.7,82.1,97.0
325,49.11164,2.468015,82.96,17.7,82.0,97.0
326,49.112349,2.468362,82.96,17.7,82.0,97.0
327,49.113059,2.468709,82.96,17.7,82.0,97.0
328,49.113769,2.469056,82.96,17.7,81.9,97.0
329,49.114479,2.469403,82.96,17.7,81.9,97.0
330,49.115189,2.46975,82.96,17.7,81.9,97.0
331,49.115899,2.470097,82.96,17.7,81.8,97.0
332,49.116609,2.470444,82.96,17.7,81.8,97.0
333,49.117318,2.47079,82.96,17.7,81.8,97.0
334,49.118028,2.471137,82.96,17.7,81.7,97.0
335,49.118738,2.471484,82.96,17.7,81.7,97.0
336,49.119448,2.471831,82.96,17.7,81.7,97.0
337,49.120158,2.472178,82.96,17.7,81.7,96.0
338,49.120868,2.472525,82.96,17.7,81.6,96.0
339,49.121577,2.472872,82.96,17.7,81.6,96.0
340,49.122287,2.473219,82.96,17.7,81.6,96.0
341,49.122997,2.473565,82.96,17.7,81.5,96.0
342,49.123707,2.473912,82.96,17.7,81.5,96.0
343,49.124417,2.474259,82.96,17.7,81.5,96.0
344,49.125127,2.474606,82.96,17.7,81.4,96.0
345,49.125837,2.474953,82.96,17.7,81.4,96.0
346,49.126546,2.4753,82.96,17.7,81.4,96.0
347,49.127256,2.475647,82.96,17.7,81.3,96.0
348,49.127966,2.475994,82.96,17.7,81.3,96.0
349,49.128676,2.47634,82.96,17.7,81.3,96.0
350,49.129386,2.476687,82.96,17.7,81.3,96.0
351,49.130096,2.477034,82.96,17.7,81.2,96.0
352,49.130805,2.477381,82.96,17.7,81.2,96.0
353,49.131515,2.477728,82.96,17.7,81.2,96.0
354,49.132225,2.478075,82.96,17.7,81.1,96.0
355,49.132935,2.478422,82.96,17.7,81.1,96.0
356,49.133645,2.478769,82.96,17.7,81.1,96.0
357,49.134355,2.479116,82.96,17.7,81.0,96.0
358,49.135064,2.479462,82.96,17.7,81.0,96.0
359,49.135774,2.479809,82.96,17.7,81.0,96.0
360,49.136484,2.480156,82.96,17.7,80.9,96.0
361,49.137194,2.480503,82.96,17.7,80.9,96.0
362,49.137904,2.48085,82.96,17.7,80.9,96.0
363,49.138614,2.481197,82.96,17.7,80.9,95.0
364,49.139324,2.481544,82.96,17.7,80.8,95.0
365,49.140033,2.481891,82.96,17.7,80.8,95.0
366,49.140743,2.482237,82.96,17.7,80.8,95.0
367,49.141453,2.482584,82.96,17.7,80.7,95.0
368,49.142163,2.482931,82.96,17.7,80.7,95.0
369,49.142873,2.483278,82.96,17.7,80.7,95.0
370,49.143583,2.483625,82.96,17.7,80.6,95.0
371,49.144292,2.483972,82.96,17.7,80.6,95.0
372,49.145002,2.484319,82.96,17.7,80.6,95.0
373,49.145712,2.484666,82.96,17.7,80.5,95.0
374,49.146422,2.485012,82.96,17.7,80.5,95.0
375,49.147132,2.485359,82.96,17.7,80.5,95.0
376,49.147842,2.485706,82.96,17.7,80.4,95.0
377,49.148552,2.486053,82.96,17.7,80.4,95.0
378,49.149261,2.4864,82.96,17.7,80.4,95.0
379,49.149971,2.486747,82.96,17.7,80.3,95.0
380,49.150681,2.487094,82.96,17.7,80.3,95.0
381,49.151391,2.487441,82.96,17.7,80.3,95.0
382,49.152101,2.487787,82.96,17.7,80.3,95.0
383,49.152811,2.488134,82.96,17.7,80.2,95.0
384,49.15352,2.488481,82.96,17.7,80.2,95.0
385,49.15423,2.488828,82.96,17.7,80.2,95.0
386,49.15494,2.489175,82.96,17.7,80.1,95.0
387,49.15565,2.489522,82.96,17.7,80.1,95.0
388,49.15636,2.489869,82.96,17.7,80.1,95.0
389,49.15707,2.490216,82.96,17.7,80.0,94.0
390,49.15778,2.490562,82.96,17.7,80.0,94.0
391,49.158489,2.490909,82.96,17.7,80.0,94.0
392,49.159199,2.491256,82.96,17.7,79.9,94.0
393,49.159909,2.491603,82.96,17.7,79.9,94.0
394,49.160619,2.49195,82.96,17.7,79.9,94.0
395,49.161329,2.492297,82.96,17.7,79.8,94.0
396,49.162039,2.492644,82.96,17.7,79.8,94.0
397,49.162748,2.492991,82.96,17.7,79.8,94.0
398,49.163458,2.493338,82.96,17.7,79.7,94.0
399,49.164168,2.493684,82.96,17.7,79.7,94.0
400,49.164878,2.494031,82.96,17.7,79.7,94.0
401,49.165588,2.494378,82.96,17.7,79.6,94.0
402,49.166298,2.494725,82.96,17.7,79.6,94.0
403,49.167008,2.495072,82.96,17.7,79.6,94.0
404,49.167717,2.495419,82.96,17.7,79.6,94.0
405,49.168427,2.495766,82.96,17.7,79.5,94.0
406,49.169137,2.496113,82.96,17.7,79.5,94.0
407,49.169847,2.496459,82.96,17.7,79.5,94.0
408,49.170557,2.496806,82.96,17.7,79.4,94.0
409,49.171267,2.497153,82.95,17.7,79.4,94.0
410,49.171976,2.4975,82.95,17.7,79.4,94.0
411,49.172686,2.497847,82.95,17.7,79.3,94.0
412,49.173396,2.498194,82.95,17.7,79.3,94.0
413,49.174106,2.498541,82.95,17.7,79.3,94.0
414,49.174816,2.498888,82.95,17.7,79.2,93.0
415,49.175526,2.499234,82.95,17.7,79.2,93.0
416,49.176235,2.499581,82.95,17.7,79.2,93.0
417,49.176945,2.499928,82.95,17.7,79.1,93.0
418,49.177655,2.500275,82.95,17.7,79.1,93.0
419,49.178365,2.500622,82.95,17.7,79.1,93.0
420,49.179075,2.500969,82.95,17.7,79.0,93.0
421,49.179785,2.501316,82.95,17.7,79.0,93.0
422,49.180495,2.501663,82.95,17.7,79.0,93.0
423,49.181204,2.502009,82.95,17.7,78.9,93.0
424,49.181914,2.502356,82.95,17.7,78.9,93.0
425,49.182624,2.502703,82.95,17.7,78.9,93.0
426,49.183334,2.50305,82.95,17.7,78.8,93.0
427,49.184044,2.503397,82.95,17.7,78.8,93.0
428,49.184754,2.503744,82.95,17.7,78.8,93.0
429,49.185463,2.504091,82.95,17.7,78.7,93.0
430,49.186173,2.504438,82.95,17.7,78.7,93.0
431,49.186883,2.504785,82.95,17.7,78.7,93.0
432,49.187593,2.505131,82.95,17.7,78.6,93.0
433,49.188303,2.505478,82.95,17.7,78.6,93.0
434,49.189013,2.505825,82.95,17.7,78.6,93.0
435,49.189723,2.506172,82.95,17.7,78.5,93.0
436,49.190432,2.506519,82.95,17.7,78.5,93.0
437,49.191142,2.506866,82.95,17.7,78.5,93.0
438,49.191852,2.507213,82.95,17.7,78.4,93.0
439,49.192562,2.50756,82.95,17.7,78.4,92.0
440,49.193272,2.507906,82.95,17.7,78.4,92.0
441,49.193982,2.508253,82.95,17.7,78.3,92.0
442,49.194691,2.5086,82.95,17.7,78.3,92.0
443,49.195401,2.508947,82.95,17.7,78.3,92.0
444,49.196111,2.509294,82.95,17.7,78.2,92.0
445,49.196821,2.509641,82.95,17.7,78.2,92.0
446,49.197531,2.509988,82.95,17.7,78.2,92.0
447,49.198241,2.510335,82.95,17.7,78.1,92.0
448,49.198951,2.510681,82.95,17.7,78.1,92.0
449,49.19966,2.511028,82.95,17.7,78.1,92.0
450,49.20037,2.511375,82.95,17.7,78.0,92.0
451,49.20108,2.511722,82.95,17.7,78.0,92.0
452,49.20179,2.512069,82.95,17.7,78.0,92.0
453,49.2025,2.512416,82.95,17.7,77.9,92.0
454,49.20321,2.512763,82.95,17.7,77.9,92.0
455,49.203919,2.51311,82.95,17.7,77.9,92.0
456,49.204629,2.513456,82.95,17.7,77.8,92.0
457,49.205339,2.513803,82.95,17.7,77.8,92.0
458,49.206049,2.51415,82.95,17.7,77.8,92.0
459,49.206759,2.514497,82.95,17.7,77.7,92.0
460,49.207469,2.514844,82.95,17.7,77.7,92.0
461,49.208179,2.515191,82.95,17.7,77.7,92.0
462,49.208888,2.515538,82.95,17.7,77.6,92.0
463,49.209598,2.515885,82.95,17.7,77.6,91.0
464,49.210308,2.516231,82.95,17.7,77.6,91.0
465,49.211018,2.516578,82.95,17.7,77.5,91.0
466,49.211728,2.516925,82.95,17.7,77.5,91.0
467,49.212438,2.517272,82.95,17.7,77.5,91.0
468,49.213147,2.517619,82.95,17.7,77.4,91.0
469,49.213857,2.517966,82.95,17.7,77.4,91.0
470,49.214567,2.518313,82.95,17.7,77.4,91.0
471,49.215277,2.51866,82.95,17.7,77.3,91.0
472,49.215987,2.519007,82.95,17.7,77.3,91.0
473,49.216697,2.519353,82.95,17.7,77.3,91.0
474,49.217407,2.5197,82.95,17.7,77.2,91.0
475,49.218116,2.520047,82.95,17.7,77.2,91.0
476,49.218826,2.520394,82.95,17.7,77.2,91.0
477,49.219536,2.520741,82.95,17.7,77.1,91.0
478,49.220246,2.521088,82.95,17.7,77.1,91.0
479,49.220956,2.521435,82.95,17.7,77.1,91.0
480,49.221666,2.521782,82.95,17.7,77.0,91.0
481,49.222375,2.522128,82.95,17.7,77.0,91.0
482,49.223085,2.522475,82.95,17.7,77.0,91.0
483,49.223795,2.522822,82.95,17.7,76.9,91.0
484,49.224505,2.523169,82.95,17.7,76.9,91.0
485,49.225215,2.523516,82.95,17.7,76.9,91.0
486,49.225925,2.523863,82.95,17.7,76.8,91.0
487,49.226634,2.52421,82.95,17.7,76.8,91.0
488,49.227344,2.524557,82.95,17.7,76.8,90.0
489,49.228054,2.524903,82.95,17.7,76.7,90.0
490,49.228764,2.52525,82.95,17.7,76.7,90.0
491,49.229474,2.525597,82.95,17.7,76.7,90.0
492,49.230184,2.525944,82.95,17.7,76.6,90.0
493,49.230894,2.526291,82.95,17.7,76.6,90.0
494,49.231603,2.526638,82.95,17.7,76.6,90.0
495,49.232313,2.526985,82.95,17.7,76.5,90.0
496,49.233023,2.527332,82.95,17.7,76.5,90.0
