timestamp,latitude,longitude,speed,heading,altitude,battery
56,40.425484,-3.724385,13.0,147.5,94.6,97.8
57,40.425385,-3.724303,13.0,147.5,94.8,97.7
58,40.425287,-3.724221,13.0,147.5,95.0,97.7
59,40.425188,-3.724138,13.0,147.5,95.2,97.6
60,40.42509,-3.724056,13.0,147.5,95.5,97.6
61,40.424991,-3.723973,13.0,147.5,95.7,97.6
62,40.424893,-3.723891,13.0,147.5,95.9,97.5
63,40.424794,-3.723809,13.0,147.5,96.1,97.5
64,40.424696,-3.723726,13.0,147.5,96.3,97.4
65,40.424597,-3.723644,13.0,147.5,96.5,97.4
66,40.424499,-3.723561,13.0,147.5,96.7,97.4
67,40.4244,-3.723479,13.0,147.5,96.9,97.3
68,40.424302,-3.723397,13.0,147.5,97.1,97.3
69,40.424203,-3.723314,13.0,147.5,97.3,97.2
70,40.424105,-3.723232,13.0,147.5,97.5,97.2
71,40.424006,-3.723149,13.0,147.5,97.7,97.2
72,40.423908,-3.723067,13.0,147.5,97.9,97.1
73,40.423809,-3.722985,13.0,147.5,98.1,97.1
74,40.423711,-3.722902,13.0,147.5,98.3,97.0
75,40.423612,-3.72282,13.0,147.5,98.5,97.0
76,40.423514,-3.722737,13.0,147.5,98.7,97.0
77,40.423415,-3.722655,13.0,147.5,98.9,96.9
78,40.423317,-3.722573,13.0,147.5,99.1,96.9
79,40.423218,-3.72249,13.0,147.5,99.2,96.8
80,40.42312,-3.722408,13.0,147.5,99.4,96.8
81,40.423021,-3.722325,13.0,147.5,99.6,96.8
82,40.422923,-3.722243,13.0,147.5,99.8,96.7
83,40.422824,-3.722161,13.0,147.5,99.9,96.7
84,40.422726,-3.722078,13.0,147.5,100.1,96.6
85,40.422627,-3.721996,13.0,147.5,100.3,96.6
86,40.422529,-3.721913,13.0,147.5,100.4,96.6
87,40.42243,-3.721831,13.0,147.5,100.6,96.5
88,40.422332,-3.721748,13.0,147.5,100.7,96.5
89,40.422233,-3.721666,13.0,147.5,100.9,96.4
90,40.422135,-3.721584,13.0,147.5,101.0,96.4
91,40.422036,-3.721501,13.0,147.5,101.2,96.4
92,40.421938,-3.721419,13.0,147.5,101.3,96.3
93,40.421839,-3.721336,13.0,147.5,101.5,96.3
94,40.42174,-3.721254,13.0,147.5,101.6,96.2
95,40.421642,-3.721172,13.0,147.5,101.8,96.2
96,40.421543,-3.721089,13.0,147.5,101.9,96.2
97,40.421445,-3.721007,13.0,147.5,102.0,96.1
98,40.421346,-3.720924,13.0,147.5,102.2,96.1
99,40.421248,-3.720842,13.0,147.5,102.3,96.0
100,40.421149,-3.72076,13.0,147.5,102.4,96.0
101,40.421051,-3.720677,13.0,147.5,102.5,96.0
102,40.420952,-3.720595,13.0,147.5,102.6,95.9
103,40.420854,-3.720512,13.0,147.5,102.8,95.9
104,40.420755,-3.72043,13.0,147.5,102.9,95.8
105,40.420657,-3.720348,13.0,147.5,103.0,95.8
106,40.420551,-3.720303,12.42,162.1,103.1,95.8
107,40.420434,-3.720309,13.0,182.4,103.2,95.7
108,40.420317,-3.720315,13.0,182.4,103.3,95.7
109,40.420201,-3.720322,13.0,182.4,103.4,95.6
110,40.420084,-3.720328,13.0,182.4,103.5,95.6
111,40.419967,-3.720334,13.0,182.4,103.6,95.6
112,40.419851,-3.720341,13.0,182.4,103.7,95.5
113,40.419734,-3.720347,13.0,182.4,103.8,95.5
114,40.419617,-3.720353,13.0,182.4,103.9,95.4
115,40.419501,-3.720359,13.0,182.4,103.9,95.4
116,40.419384,-3.720366,13.0,182.4,104.0,95.4
117,40.419267,-3.720372,13.0,182.4,104.1,95.3
118,40.419151,-3.720378,13.0,182.4,104.2,95.3
119,40.419034,-3.720385,13.0,182.4,104.2,95.2
120,40.418917,-3.720391,13.0,182.4,104.3,95.2
121,40.418801,-3.720397,13.0,182.4,104.4,95.2
122,40.418684,-3.720404,13.0,182.4,104.4,95.1
123,40.418567,-3.72041,13.0,182.4,104.5,95.1
124,40.41845,-3.720416,13.0,182.4,104.5,95.0
125,40.418334,-3.720422,13.0,182.4,104.6,95.0
126,40.418217,-3.720429,13.0,182.4,104.6,95.0
127,40.4181,-3.720435,13.0,182.4,104.7,94.9
128,40.417984,-3.720441,13.0,182.4,104.7,94.9
129,40.417867,-3.720448,13.0,182.4,104.8,94.8
130,40.41775,-3.720454,13.0,182.4,104.8,94.8
131,40.417634,-3.72046,13.0,182.4,104.8,94.8
132,40.417517,-3.720467,13.0,182.4,104.9,94.7
133,40.4174,-3.720473,13.0,182.4,104.9,94.7
134,40.417284,-3.720479,13.0,182.4,104.9,94.6
135,40.417167,-3.720486,13.0,182.4,104.9,94.6
136,40.41705,-3.720492,13.0,182.4,105.0,94.6
137,40.416934,-3.720498,13.0,182.4,105.0,94.5
138,40.416817,-3.720504,13.0,182.4,105.0,94.5
139,40.4167,-3.720511,13.0,182.4,105.0,94.4
140,40.416584,-3.720517,13.0,182.4,105.0,94.4
141,40.416467,-3.720523,13.0,182.4,105.0,94.4
142,40.41635,-3.72053,13.0,182.4,105.0,94.3
143,40.416234,-3.720536,13.0,182.4,105.0,94.3
144,40.416117,-3.720542,13.0,182.4,105.0,94.2
145,40.416,-3.720549,13.0,182.4,105.0,94.2
146,40.415883,-3.720555,13.0,182.4,105.0,94.2
147,40.415767,-3.720561,13.0,182.4,105.0,94.1
148,40.41565,-3.720568,13.0,182.4,104.9,94.1
149,40.415533,-3.720574,13.0,182.4,104.9,94.0
150,40.415417,-3.72058,13.0,182.4,104.9,94.0
151,40.4153,-3.720586,13.0,182.4,104.9,94.0
152,40.415183,-3.720593,13.0,182.4,104.8,93.9
153,40.415067,-3.720599,13.0,182.4,104.8,93.9
154,40.41495,-3.720605,13.0,182.4,104.8,93.8
155,40.414833,-3.720612,13.0,182.4,104.7,93.8
156,40.414717,-3.720618,13.0,182.4,104.7,93.8
157,40.4146,-3.720624,13.0,182.4,104.6,93.7
158,40.414483,-3.720631,13.0,182.4,104.6,93.7
159,40.414367,-3.720637,13.0,182.4,104.5,93.6
160,40.41425,-3.720643,13.0,182.4,104.5,93.6
161,40.414133,-3.72065,13.0,182.4,104.4,93.6
162,40.414017,-3.720656,13.0,182.4,104.3,93.5
163,40.4139,-3.720662,13.0,182.4,104.3,93.5
164,40.413783,-3.720668,13.0,182.4,104.2,93.4
165,40.413667,-3.720675,13.0,182.4,104.1,93.4
166,40.41355,-3.720681,13.0,182.4,104.1,93.4
167,40.413433,-3.720687,13.0,182.4,104.0,93.3
168,40.413316,-3.720694,13.0,182.4,103.9,93.3
169,40.4132,-3.7207,13.0,182.3,103.8,93.2
170,40.413086,-3.720667,13.0,167.8,103.7,93.2
171,40.412972,-3.720635,13.0,167.8,103.7,93.2
172,40.412857,-3.720603,13.0,167.8,103.6,93.1
173,40.412743,-3.72057,13.0,167.8,103.5,93.1
174,40.412629,-3.720538,13.0,167.8,103.4,93.0
175,40.412515,-3.720505,13.0,167.8,103.3,93.0
176,40.412401,-3.720473,13.0,167.8,103.2,93.0
177,40.412287,-3.72044,13.0,167.8,103.1,92.9
178,40.412173,-3.720408,13.0,167.8,103.0,92.9
179,40.412058,-3.720375,13.0,167.8,102.8,92.8
180,40.411944,-3.720343,13.0,167.8,102.7,92.8
181,40.41183,-3.720311,13.0,167.8,102.6,92.8
182,40.411716,-3.720278,13.0,167.8,102.5,92.7
183,40.411602,-3.720246,13.0,167.8,102.4,92.7
184,40.411488,-3.720213,13.0,167.8,102.2,92.6
185,40.411374,-3.720181,13.0,167.8,102.1,92.6
186,40.411259,-3.720148,13.0,167.8,102.0,92.6
187,40.411145,-3.720116,13.0,167.8,101.9,92.5
188,40.411031,-3.720083,13.0,167.8,101.7,92.5
189,40.410917,-3.720051,13.0,167.8,101.6,92.4
190,40.410803,-3.720018,13.0,167.8,101.4,92.4
191,40.410689,-3.719986,13.0,167.8,101.3,92.4
192,40.410575,-3.719954,13.0,167.8,101.1,92.3
193,40.410461,-3.719921,13.0,167.8,101.0,92.3
194,40.410346,-3.719889,13.0,167.8,100.8,92.2
195,40.410232,-3.719856,13.0,167.8,100.7,92.2
196,40.410118,-3.719824,13.0,167.8,100.5,92.2
197,40.410004,-3.719791,13.0,167.8,100.4,92.1
198,40.40989,-3.719759,13.0,167.8,100.2,92.1
199,40.409776,-3.719726,13.0,167.8,100.0,92.0
200,40.409662,-3.719694,13.0,167.8,99.9,92.0
201,40.409547,-3.719662,13.0,167.8,99.7,92.0
202,40.409433,-3.719629,13.0,167.8,99.5,91.9
203,40.409319,-3.719597,13.0,167.8,99.4,91.9
204,40.409205,-3.719564,13.0,167.8,99.2,91.8
205,40.409091,-3.719532,13.0,167.8,99.0,91.8
206,40.408977,-3.719499,13.0,167.8,98.8,91.8
207,40.408863,-3.719467,13.0,167.8,98.6,91.7
208,40.408748,-3.719434,13.0,167.8,98.5,91.7
209,40.408634,-3.719402,13.0,167.8,98.3,91.6
210,40.40852,-3.719369,13.0,167.8,98.1,91.6
211,40.408406,-3.719337,13.0,167.8,97.9,91.6
212,40.408292,-3.719305,13.0,167.8,97.7,91.5
213,40.408178,-3.719272,13.0,167.8,97.5,91.5
214,40.408064,-3.71924,13.0,167.8,97.3,91.4
215,40.40795,-3.719207,13.0,167.8,97.1,91.4
216,40.407835,-3.719175,13.0,167.8,96.9,91.4
217,40.407721,-3.719142,13.0,167.8,96.7,91.3
218,40.407607,-3.71911,13.0,167.8,96.5,91.3
219,40.407493,-3.719077,13.0,167.8,96.3,91.2
220,40.407379,-3.719045,13.0,167.8,96.1,91.2
221,40.407265,-3.719013,13.0,167.8,95.8,91.2
222,40.407151,-3.71898,13.0,167.8,95.6,91.1
223,40.407036,-3.718948,13.0,167.8,95.4,91.1
224,40.406922,-3.718915,13.0,167.8,95.2,91.0
225,40.406808,-3.718883,13.0,167.8,95.0,91.0
226,40.406694,-3.71885,13.0,167.8,94.7,91.0
227,40.40658,-3.718818,13.0,167.8,94.5,90.9
228,40.406466,-3.718785,13.0,167.8,94.3,90.9
229,40.406352,-3.718753,13.0,167.8,94.1,90.8
230,40.406237,-3.71872,13.0,167.8,93.8,90.8
231,40.406123,-3.718688,13.0,167.8,93.6,90.8
232,40.406009,-3.718656,13.0,167.8,93.4,90.7
233,40.405895,-3.718623,13.0,167.8,93.1,90.7
234,40.405781,-3.718591,13.0,167.8,92.9,90.6
235,40.405667,-3.718558,13.0,167.8,92.6,90.6
236,40.405553,-3.718526,13.0,167.8,92.4,90.6
237,40.405439,-3.718493,13.0,167.8,92.2,90.5
238,40.405324,-3.718461,13.0,167.8,91.9,90.5
239,40.40521,-3.718428,13.0,167.8,91.7,90.4
240,40.405096,-3.718396,13.0,167.8,91.4,90.4
241,40.404982,-3.718364,13.0,167.8,91.2,90.4
242,40.404868,-3.718331,13.0,167.8,90.9,90.3
243,40.404754,-3.718299,13.0,167.8,90.7,90.3
244,40.40464,-3.718266,13.0,167.8,90.4,90.2
245,40.404525,-3.718234,13.0,167.8,90.2,90.2
246,40.404411,-3.718201,13.0,167.8,89.9,90.2
247,40.404297,-3.718169,13.0,167.8,89.7,90.1
248,40.404183,-3.718136,13.0,167.8,89.4,90.1
249,40.404069,-3.718104,13.0,167.8,89.2,90.0
250,40.403955,-3.718071,13.0,167.8,88.9,90.0
251,40.403841,-3.718039,13.0,167.8,88.6,90.0
252,40.403726,-3.718007,13.0,167.8,88.4,89.9
253,40.403612,-3.717974,13.0,167.8,88.1,89.9
254,40.403498,-3.717942,13.0,167.8,87.8,89.8
255,40.403384,-3.717909,13.0,167.8,87.6,89.8
256,40.40327,-3.717877,13.0,167.8,87.3,89.8
257,40.403156,-3.717844,13.0,167.8,87.1,89.7
258,40.403042,-3.717812,13.0,167.8,86.8,89.7
259,40.402953,-3.717725,12.33,143.1,86.5,89.6
260,40.402879,-3.717606,13.0,129.2,86.3,89.6
261,40.402805,-3.717487,13.0,129.2,86.0,89.6
262,40.402732,-3.717368,13.0,129.2,85.7,89.5
263,40.402658,-3.717249,13.0,129.2,85.4,89.5
264,40.402584,-3.717131,13.0,129.2,85.2,89.4
265,40.40251,-3.717012,13.0,129.2,84.9,89.4
266,40.402436,-3.716893,13.0,129.2,84.6,89.4
267,40.402362,-3.716774,13.0,129.2,84.4,89.3
268,40.402288,-3.716655,13.0,129.2,84.1,89.3
269,40.402215,-3.716537,13.0,129.2,83.8,89.2
270,40.402141,-3.716418,13.0,129.2,83.5,89.2
271,40.402067,-3.716299,13.0,129.2,83.3,89.2
272,40.401993,-3.71618,13.0,129.2,83.0,89.1
273,40.401919,-3.716062,13.0,129.2,82.7,89.1
274,40.401845,-3.715943,13.0,129.2,82.4,89.0
275,40.401771,-3.715824,13.0,129.2,82.1,89.0
276,40.401698,-3.715705,13.0,129.2,81.9,89.0
277,40.401624,-3.715586,13.0,129.2,81.6,88.9
278,40.40155,-3.715468,13.0,129.2,81.3,88.9
279,40.401476,-3.715349,13.0,129.2,81.0,88.8
280,40.401402,-3.71523,13.0,129.2,80.8,88.8
281,40.401328,-3.715111,13.0,129.2,80.5,88.8
282,40.401254,-3.714992,13.0,129.2,80.2,88.7
283,40.40118,-3.714874,13.0,129.2,79.9,88.7
284,40.401107,-3.714755,13.0,129.2,79.7,88.6
285,40.401033,-3.714636,13.0,129.2,79.4,88.6
286,40.400959,-3.714517,13.0,129.2,79.1,88.6
287,40.400885,-3.714398,13.0,129.2,78.8,88.5
288,40.400811,-3.71428,13.0,129.2,78.5,88.5
289,40.400737,-3.714161,13.0,129.2,78.3,88.4
290,40.400663,-3.714042,13.0,129.2,78.0,88.4
291,40.40059,-3.713923,13.0,129.2,77.7,88.4
292,40.400516,-3.713805,13.0,129.2,77.4,88.3
293,40.400442,-3.713686,13.0,129.2,77.2,88.3
294,40.400368,-3.713567,13.0,129.2,76.9,88.2
295,40.400294,-3.713448,13.0,129.2,76.6,88.2
296,40.40022,-3.713329,13.0,129.2,76.3,88.2
297,40.400146,-3.713211,13.0,129.2,76.1,88.1
298,40.400073,-3.713092,13.0,129.2,75.8,88.1
299,40.399999,-3.712973,13.0,129.2,75.5,88.0
300,40.399925,-3.712854,13.0,129.2,75.2,88.0
301,40.399851,-3.712735,13.0,129.2,75.0,88.0
302,40.399777,-3.712617,13.0,129.2,74.7,87.9
303,40.399703,-3.712498,13.0,129.2,74.4,87.9
304,40.399629,-3.712379,13.0,129.2,74.2,87.8
305,40.399556,-3.71226,13.0,129.2,73.9,87.8
306,40.399482,-3.712141,13.0,129.2,73.6,87.8
307,40.399408,-3.712023,13.0,129.2,73.3,87.7
308,40.399334,-3.711904,13.0,129.2,73.1,87.7
309,40.39926,-3.711785,13.0,129.2,72.8,87.6
310,40.399186,-3.711666,13.0,129.2,72.5,87.6
311,40.399112,-3.711548,13.0,129.2,72.3,87.6
312,40.399039,-3.711429,13.0,129.2,72.0,87.5
313,40.398965,-3.71131,13.0,129.2,71.8,87.5
314,40.398891,-3.711191,13.0,129.2,71.5,87.4
315,40.398817,-3.711072,13.0,129.2,71.2,87.4
316,40.398743,-3.710954,13.0,129.2,71.0,87.4
317,40.398669,-3.710835,13.0,129.2,70.7,87.3
318,40.398595,-3.710716,13.0,129.2,70.5,87.3
319,40.398522,-3.710597,13.0,129.2,70.2,87.2
320,40.398448,-3.710478,13.0,129.2,69.9,87.2
321,40.398374,-3.71036,13.0,129.2,69.7,87.2
322,40.3983,-3.710241,13.0,129.2,69.4,87.1
323,40.398226,-3.710122,13.0,129.2,69.2,87.1
324,40.398152,-3.710003,13.0,129.2,68.9,87.0
325,40.398078,-3.709885,13.0,129.2,68.7,87.0
326,40.398005,-3.709766,13.0,129.2,68.4,87.0
327,40.397931,-3.709647,13.0,129.2,68.2,86.9
328,40.397857,-3.709528,13.0,129.2,68.0,86.9
329,40.397783,-3.709409,13.0,129.2,67.7,86.8
330,40.397709,-3.709291,13.0,129.2,67.5,86.8
331,40.397635,-3.709172,13.0,129.2,67.2,86.8
332,40.397561,-3.709053,13.0,129.2,67.0,86.7
333,40.397488,-3.708934,13.0,129.2,66.8,86.7
334,40.397414,-3.708815,13.0,129.2,66.5,86.6
335,40.39734,-3.708697,13.0,129.2,66.3,86.6
336,40.397266,-3.708578,13.0,129.2,66.1,86.6
337,40.397192,-3.708459,13.0,129.2,65.8,86.5
338,40.397118,-3.70834,13.0,129.2,65.6,86.5
339,40.397044,-3.708221,13.0,129.2,65.4,86.4
340,40.396971,-3.708103,13.0,129.2,65.1,86.4
341,40.396897,-3.707984,13.0,129.2,64.9,86.4
342,40.396823,-3.707865,13.0,129.2,64.7,86.3
343,40.396749,-3.707746,13.0,129.2,64.5,86.3
344,40.396675,-3.707628,13.0,129.2,64.3,86.2
345,40.396601,-3.707509,13.0,129.2,64.1,86.2
346,40.396527,-3.70739,13.0,129.2,63.8,86.2
347,40.396454,-3.707271,13.0,129.2,63.6,86.1
348,40.39638,-3.707152,13.0,129.2,63.4,86.1
349,40.396306,-3.707034,13.0,129.2,63.2,86.0
350,40.396232,-3.706915,13.0,129.2,63.0,86.0
351,40.396158,-3.706796,13.0,129.2,62.8,86.0
352,40.396084,-3.706677,13.0,129.2,62.6,85.9
353,40.39601,-3.706558,13.0,129.2,62.4,85.9
354,40.395937,-3.70644,13.0,129.2,62.2,85.8
355,40.395863,-3.706321,13.0,129.2,62.0,85.8
356,40.395789,-3.706202,13.0,129.2,61.8,85.8
357,40.395715,-3.706083,13.0,129.2,61.6,85.7
358,40.395641,-3.705964,13.0,129.2,61.4,85.7
359,40.395567,-3.705846,13.0,129.2,61.3,85.6
360,40.395493,-3.705727,13.0,129.2,61.1,85.6
361,40.39542,-3.705608,13.0,129.2,60.9,85.6
362,40.395346,-3.705489,13.0,129.2,60.7,85.5
363,40.395272,-3.705371,13.0,129.2,60.5,85.5
364,40.395198,-3.705252,13.0,129.2,60.4,85.4
365,40.395124,-3.705133,13.0,129.2,60.2,85.4
366,40.39505,-3.705014,13.0,129.2,60.0,85.4
367,40.394976,-3.704895,13.0,129.2,59.9,85.3
368,40.394903,-3.704777,13.0,129.2,59.7,85.3
369,40.394829,-3.704658,13.0,129.2,59.5,85.2
370,40.394755,-3.704539,13.0,129.2,59.4,85.2
371,40.394681,-3.70442,13.0,129.2,59.2,85.2
372,40.394607,-3.704301,13.0,129.2,59.1,85.1
373,40.394533,-3.704183,13.0,129.2,58.9,85.1
374,40.394459,-3.704064,13.0,129.2,58.8,85.0
375,40.394386,-3.703945,13.0,129.2,58.6,85.0
376,40.394312,-3.703826,13.0,129.2,58.5,85.0
377,40.394238,-3.703708,13.0,129.2,58.3,84.9
378,40.394164,-3.703589,13.0,129.2,58.2,84.9
379,40.39409,-3.70347,13.0,129.2,58.1,84.8
380,40.394016,-3.703351,13.0,129.2,57.9,84.8
381,40.393942,-3.703232,13.0,129.2,57.8,84.8
382,40.393869,-3.703114,13.0,129.2,57.7,84.7
383,40.393795,-3.702995,13.0,129.2,57.6,84.7
384,40.393721,-3.702876,13.0,129.2,57.4,84.6
385,40.393647,-3.702757,13.0,129.2,57.3,84.6
386,40.393573,-3.702638,13.0,129.2,57.2,84.6
387,40.393499,-3.70252,13.0,129.2,57.1,84.5
388,40.393425,-3.702401,13.0,129.2,57.0,84.5
389,40.393352,-3.702282,13.0,129.2,56.9,84.4
390,40.393278,-3.702163,13.0,129.2,56.8,84.4
391,40.393204,-3.702044,13.0,129.2,56.7,84.4
392,40.39313,-3.701926,13.0,129.2,56.6,84.3
393,40.393056,-3.701807,13.0,129.2,56.5,84.3
394,40.392982,-3.701688,13.0,129.2,56.4,84.2
395,40.392908,-3.701569,13.0,129.2,56.3,84.2
396,40.392835,-3.701451,13.0,129.2,56.2,84.2
397,40.392761,-3.701332,13.0,129.2,56.1,84.1
398,40.392687,-3.701213,13.0,129.2,56.0,84.1
399,40.392613,-3.701094,13.0,129.2,56.0,84.0
400,40.392539,-3.700975,13.0,129.2,55.9,84.0
401,40.392465,-3.700857,13.0,129.2,55.8,84.0
402,40.392391,-3.700738,13.0,129.2,55.8,83.9
403,40.392318,-3.700619,13.0,129.2,55.7,83.9
404,40.392244,-3.7005,13.0,129.2,55.6,83.8
405,40.39217,-3.700381,13.0,129.2,55.6,83.8
406,40.392096,-3.700263,13.0,129.2,55.5,83.8
407,40.392022,-3.700144,13.0,129.2,55.5,83.7
408,40.391948,-3.700025,13.0,129.2,55.4,83.7
409,40.391874,-3.699906,13.0,129.2,55.4,83.6
410,40.391801,-3.699787,13.0,129.2,55.3,83.6
411,40.391727,-3.699669,13.0,129.2,55.3,83.6
412,40.391653,-3.69955,13.0,129.2,55.2,83.5
413,40.391579,-3.699431,13.0,129.2,55.2,83.5
414,40.391505,-3.699312,13.0,129.2,55.2,83.4
415,40.391431,-3.699194,13.0,129.2,55.1,83.4
416,40.391357,-3.699075,13.0,129.2,55.1,83.4
417,40.391284,-3.698956,13.0,129.2,55.1,83.3
418,40.39121,-3.698837,13.0,129.2,55.1,83.3
419,40.391136,-3.698718,13.0,129.2,55.0,83.2
420,40.391062,-3.6986,13.0,129.2,55.0,83.2
421,40.391012,-3.698519,8.8,128.8,55.0,83.2
422,40.391089,-3.698634,13.0,311.2,55.0,83.1
423,40.391166,-3.698749,13.0,311.2,55.0,83.1
424,40.391243,-3.698865,13.0,311.2,55.0,83.0
425,40.39132,-3.69898,13.0,311.2,55.0,83.0
426,40.391397,-3.699096,13.0,311.2,55.0,83.0
427,40.391474,-3.699211,13.0,311.2,55.0,82.9
428,40.391551,-3.699326,13.0,311.2,55.0,82.9
429,40.391628,-3.699442,13.0,311.2,55.0,82.8
430,40.391705,-3.699557,13.0,311.2,55.1,82.8
431,40.391782,-3.699672,13.0,311.2,55.1,82.8
432,40.391858,-3.699788,13.0,311.2,55.1,82.7
433,40.391935,-3.699903,13.0,311.2,55.1,82.7
434,40.392012,-3.700018,13.0,311.2,55.2,82.6
435,40.392089,-3.700134,13.0,311.2,55.2,82.6
436,40.392166,-3.700249,13.0,311.2,55.2,82.6
437,40.392243,-3.700365,13.0,311.2,55.3,82.5
438,40.39232,-3.70048,13.0,311.2,55.3,82.5
439,40.392397,-3.700595,13.0,311.2,55.3,82.4
440,40.392474,-3.700711,13.0,311.2,55.4,82.4
441,40.392551,-3.700826,13.0,311.2,55.4,82.4
442,40.392628,-3.700941,13.0,311.2,55.5,82.3
443,40.392705,-3.701057,13.0,311.2,55.5,82.3
444,40.392781,-3.701172,13.0,311.2,55.6,82.2
445,40.392858,-3.701288,13.0,311.2,55.7,82.2
446,40.392935,-3.701403,13.0,311.2,55.7,82.2
447,40.393012,-3.701518,13.0,311.2,55.8,82.1
448,40.393089,-3.701634,13.0,311.2,55.9,82.1
449,40.393166,-3.701749,13.0,311.2,55.9,82.0
450,40.393243,-3.701864,13.0,311.2,56.0,82.0
451,40.39332,-3.70198,13.0,311.2,56.1,82.0
452,40.393397,-3.702095,13.0,311.2,56.2,81.9
453,40.393474,-3.702211,13.0,311.2,56.3,81.9
454,40.393551,-3.702326,13.0,311.2,56.4,81.8
455,40.393628,-3.702441,13.0,311.2,56.5,81.8
456,40.393704,-3.702557,13.0,311.2,56.6,81.8
457,40.393781,-3.702672,13.0,311.2,56.7,81.7
458,40.393858,-3.702787,13.0,311.2,56.8,81.7
459,40.393935,-3.702903,13.0,311.2,56.9,81.6
460,40.394012,-3.703018,13.0,311.2,57.0,81.6
461,40.394089,-3.703134,13.0,311.2,57.1,81.6
462,40.394166,-3.703249,13.0,311.2,57.2,81.5
463,40.394243,-3.703364,13.0,311.2,57.3,81.5
464,40.39432,-3.70348,13.0,311.2,57.4,81.4
465,40.394397,-3.703595,13.0,311.2,57.5,81.4
466,40.394474,-3.70371,13.0,311.2,57.7,81.4
467,40.394551,-3.703826,13.0,311.2,57.8,81.3
468,40.394627,-3.703941,13.0,311.2,57.9,81.3
469,40.394704,-3.704057,13.0,311.2,58.0,81.2
470,40.394781,-3.704172,13.0,311.2,58.2,81.2
471,40.394858,-3.704287,13.0,311.2,58.3,81.2
472,40.394935,-3.704403,13.0,311.2,58.5,81.1
473,40.395012,-3.704518,13.0,311.2,58.6,81.1
474,40.395089,-3.704633,13.0,311.2,58.7,81.0
475,40.395166,-3.704749,13.0,311.2,58.9,81.0
476,40.395243,-3.704864,13.0,311.2,59.0,81.0
477,40.39532,-3.70498,13.0,311.2,59.2,80.9
478,40.395397,-3.705095,13.0,311.2,59.3,80.9
479,40.395474,-3.70521,13.0,311.2,59.5,80.8
480,40.39555,-3.705326,13.0,311.2,59.7,80.8
