timestamp,latitude,longitude,speed,heading,occupancy
56,40.46663,-3.688567,15.0,217.7,80.9
57,40.466524,-3.688676,15.0,217.7,81.0
58,40.466426,-3.688798,14.98,223.6,81.1
59,40.466332,-3.688924,15.0,225.3,81.2
60,40.466237,-3.689049,15.0,225.3,81.3
61,40.466142,-3.689175,15.0,225.3,81.4
62,40.466047,-3.689301,15.0,225.3,81.5
63,40.465952,-3.689427,15.0,225.3,81.6
64,40.465857,-3.689553,15.0,225.3,81.7
65,40.465763,-3.689679,15.0,225.3,81.8
66,40.465668,-3.689804,15.0,225.3,81.9
67,40.465573,-3.68993,15.0,225.3,82.0
68,40.465478,-3.690056,15.0,225.3,82.1
69,40.465383,-3.690182,15.0,225.3,82.1
70,40.465289,-3.690308,15.0,225.3,82.2
71,40.465194,-3.690434,15.0,225.3,82.3
72,40.465099,-3.69056,15.0,225.3,82.4
73,40.465004,-3.690685,15.0,225.3,82.5
74,40.464909,-3.690811,15.0,225.3,82.6
75,40.464815,-3.690937,15.0,225.3,82.7
76,40.46472,-3.691063,15.0,225.3,82.8
77,40.464625,-3.691189,15.0,225.3,82.9
78,40.46453,-3.691315,15.0,225.3,83.0
79,40.464435,-3.69144,15.0,225.3,83.0
80,40.46434,-3.691566,15.0,225.3,83.1
81,40.464246,-3.691692,15.0,225.3,83.2
82,40.464151,-3.691818,15.0,225.3,83.3
83,40.464056,-3.691944,15.0,225.3,83.4
84,40.463961,-3.69207,15.0,225.3,83.5
85,40.463866,-3.692196,15.0,225.3,83.6
86,40.463772,-3.692321,15.0,225.3,83.6
87,40.463677,-3.692447,15.0,225.3,83.7
88,40.463582,-3.692573,15.0,225.3,83.8
89,40.463487,-3.692699,15.0,225.3,83.9
90,40.463392,-3.692825,15.0,225.3,84.0
91,40.463297,-3.692951,15.0,225.3,84.1
92,40.463203,-3.693076,15.0,225.3,84.1
93,40.463108,-3.693202,15.0,225.3,84.2
94,40.463013,-3.693328,15.0,225.3,84.3
95,40.462918,-3.693454,15.0,225.3,84.4
96,40.462823,-3.69358,15.0,225.3,84.5
97,40.462729,-3.693706,15.0,225.3,84.5
98,40.462634,-3.693832,15.0,225.3,84.6
99,40.462539,-3.693957,15.0,225.3,84.7
100,40.462444,-3.694083,15.0,225.3,84.8
101,40.462349,-3.694209,15.0,225.3,84.8
102,40.462254,-3.694335,15.0,225.3,84.9
103,40.46216,-3.694461,15.0,225.3,85.0
104,40.462065,-3.694587,15.0,225.3,85.1
105,40.46197,-3.694712,15.0,225.3,85.1
106,40.461875,-3.694838,15.0,225.3,85.2
107,40.46178,-3.694964,15.0,225.3,85.3
108,40.461686,-3.69509,15.0,225.3,85.4
109,40.461591,-3.695216,15.0,225.3,85.4
110,40.461496,-3.695342,15.0,225.3,85.5
111,40.461401,-3.695468,15.0,225.3,85.6
112,40.461306,-3.695593,15.0,225.3,85.6
113,40.461212,-3.695719,15.0,225.3,85.7
114,40.461117,-3.695845,15.0,225.3,85.8
115,40.461022,-3.695971,15.0,225.3,85.9
116,40.460924,-3.696093,15.0,223.6,85.9
117,40.460826,-3.696214,15.0,223.0,86.0
118,40.460727,-3.696335,15.0,223.0,86.1
119,40.460629,-3.696456,15.0,223.0,86.1
120,40.46053,-3.696576,15.0,223.0,86.2
121,40.460432,-3.696697,15.0,223.0,86.3
122,40.460333,-3.696818,15.0,223.0,86.3
123,40.460235,-3.696939,15.0,223.0,86.4
124,40.460136,-3.69706,15.0,223.0,86.5
125,40.460038,-3.697181,15.0,223.0,86.5
126,40.459939,-3.697302,15.0,223.0,86.6
127,40.459841,-3.697423,15.0,223.0,86.6
128,40.459742,-3.697543,15.0,223.0,86.7
129,40.459644,-3.697664,15.0,223.0,86.8
130,40.459545,-3.697785,15.0,223.0,86.8
131,40.459447,-3.697906,15.0,223.0,86.9
132,40.459348,-3.698027,15.0,223.0,86.9
133,40.45925,-3.698148,15.0,223.0,87.0
134,40.459151,-3.698269,15.0,223.0,87.1
135,40.459053,-3.698389,15.0,223.0,87.1
136,40.458955,-3.69851,15.0,223.0,87.2
137,40.458856,-3.698631,15.0,223.0,87.2
138,40.458753,-3.698744,14.97,219.8,87.3
139,40.458643,-3.698847,15.0,215.5,87.4
140,40.458533,-3.69895,15.0,215.5,87.4
141,40.458424,-3.699053,15.0,215.5,87.5
142,40.458314,-3.699156,15.0,215.5,87.5
143,40.458204,-3.699259,15.0,215.5,87.6
144,40.458095,-3.699361,15.0,215.5,87.6
145,40.457985,-3.699464,15.0,215.5,87.7
146,40.457875,-3.699567,15.0,215.5,87.7
147,40.457765,-3.69967,15.0,215.5,87.8
148,40.457656,-3.699773,15.0,215.5,87.8
149,40.457546,-3.699876,15.0,215.5,87.9
150,40.457436,-3.699978,15.0,215.5,87.9
151,40.457327,-3.700081,15.0,215.5,88.0
152,40.457217,-3.700184,15.0,215.5,88.0
153,40.457107,-3.700287,15.0,215.5,88.1
154,40.456998,-3.70039,15.0,215.5,88.1
155,40.456888,-3.700493,15.0,215.5,88.2
156,40.456778,-3.700595,15.0,215.5,88.2
157,40.456668,-3.700698,15.0,215.5,88.3
158,40.456559,-3.700801,15.0,215.5,88.3
159,40.456449,-3.700904,15.0,215.5,88.3
160,40.456339,-3.701007,15.0,215.5,88.4
161,40.45623,-3.70111,15.0,215.5,88.4
162,40.45612,-3.701213,15.0,215.5,88.5
163,40.45601,-3.701315,15.0,215.5,88.5
164,40.455901,-3.701418,15.0,215.5,88.6
165,40.455791,-3.701521,15.0,215.5,88.6
166,40.455681,-3.701624,15.0,215.5,88.6
167,40.455567,-3.701714,14.85,210.7,88.7
168,40.455438,-3.701765,15.0,197.1,88.7
169,40.455309,-3.701817,15.0,197.1,88.8
170,40.45518,-3.701869,15.0,197.1,88.8
171,40.455051,-3.701921,15.0,197.1,88.8
172,40.454922,-3.701973,15.0,197.1,88.9
173,40.454794,-3.702025,15.0,197.1,88.9
174,40.454665,-3.702077,15.0,197.1,88.9
175,40.454536,-3.702129,15.0,197.1,89.0
176,40.454407,-3.702181,15.0,197.1,89.0
177,40.454278,-3.702233,15.0,197.1,89.1
178,40.45415,-3.702285,15.0,197.1,89.1
179,40.454021,-3.702337,15.0,197.1,89.1
180,40.453892,-3.702389,15.0,197.1,89.2
181,40.453763,-3.702441,15.0,197.1,89.2
182,40.453634,-3.702493,15.0,197.1,89.2
183,40.453506,-3.702545,15.0,197.1,89.2
184,40.453377,-3.702597,15.0,197.1,89.3
185,40.453248,-3.702649,15.0,197.1,89.3
186,40.453119,-3.702701,15.0,197.1,89.3
187,40.45299,-3.702753,15.0,197.1,89.4
188,40.452861,-3.702805,15.0,197.1,89.4
189,40.452733,-3.702857,15.0,197.1,89.4
190,40.452604,-3.702909,15.0,197.1,89.4
191,40.452475,-3.702961,15.0,197.1,89.5
192,40.452346,-3.703013,15.0,197.1,89.5
193,40.452217,-3.703065,15.0,197.1,89.5
194,40.452089,-3.703117,15.0,197.1,89.5
195,40.45196,-3.703169,15.0,197.1,89.6
196,40.451831,-3.703221,15.0,197.1,89.6
197,40.451702,-3.703273,15.0,197.1,89.6
198,40.451573,-3.703325,15.0,197.1,89.6
199,40.451445,-3.703377,15.0,197.1,89.6
200,40.451316,-3.703429,15.0,197.1,89.7
201,40.451187,-3.703481,15.0,197.1,89.7
202,40.451058,-3.703533,15.0,197.1,89.7
203,40.450929,-3.703585,15.0,197.1,89.7
204,40.4508,-3.703637,15.0,197.1,89.7
205,40.450672,-3.703689,15.0,197.1,89.8
206,40.450543,-3.703741,15.0,197.1,89.8
207,40.450414,-3.703793,15.0,197.1,89.8
208,40.450285,-3.703845,15.0,197.1,89.8
209,40.450156,-3.703897,15.0,197.1,89.8
210,40.450028,-3.703949,15.0,197.1,89.8
211,40.449899,-3.704,14.99,196.9,89.9
212,40.449764,-3.703991,15.0,177.2,89.9
213,40.44963,-3.703983,15.0,177.2,89.9
214,40.449495,-3.703974,15.0,177.2,89.9
215,40.44936,-3.703965,15.0,177.2,89.9
216,40.449226,-3.703957,15.0,177.2,89.9
217,40.449091,-3.703948,15.0,177.2,89.9
218,40.448957,-3.703939,15.0,177.2,89.9
219,40.448822,-3.70393,15.0,177.2,89.9
220,40.448687,-3.703922,15.0,177.2,89.9
221,40.448553,-3.703913,15.0,177.2,90.0
222,40.448418,-3.703904,15.0,177.2,90.0
223,40.448284,-3.703896,15.0,177.2,90.0
224,40.448149,-3.703887,15.0,177.2,90.0
225,40.448015,-3.703878,15.0,177.2,90.0
226,40.44788,-3.70387,15.0,177.2,90.0
227,40.447745,-3.703861,15.0,177.2,90.0
228,40.447611,-3.703852,15.0,177.2,90.0
229,40.447476,-3.703844,15.0,177.2,90.0
230,40.447342,-3.703835,15.0,177.2,90.0
231,40.447207,-3.703826,15.0,177.2,90.0
232,40.447072,-3.703818,15.0,177.2,90.0
233,40.446938,-3.703809,15.0,177.2,90.0
234,40.446803,-3.7038,15.0,177.2,90.0
235,40.446677,-3.703741,14.98,160.3,90.0
236,40.44655,-3.70368,15.0,159.9,90.0
237,40.446423,-3.703619,15.0,159.9,90.0
238,40.446297,-3.703558,15.0,159.9,90.0
239,40.44617,-3.703497,15.0,159.9,90.0
240,40.446044,-3.703436,15.0,159.9,90.0
241,40.445917,-3.703376,15.0,159.9,90.0
242,40.445791,-3.703315,15.0,159.9,90.0
243,40.445664,-3.703254,15.0,159.9,90.0
244,40.445538,-3.703193,15.0,159.9,90.0
245,40.445411,-3.703132,15.0,159.9,90.0
246,40.445285,-3.703071,15.0,159.9,89.9
247,40.445158,-3.703011,15.0,159.9,89.9
248,40.445031,-3.70295,15.0,159.9,89.9
249,40.444905,-3.702889,15.0,159.9,89.9
250,40.444778,-3.702828,15.0,159.9,89.9
251,40.444652,-3.702767,15.0,159.9,89.9
252,40.444525,-3.702706,15.0,159.9,89.9
253,40.444399,-3.702646,15.0,159.9,89.9
254,40.444272,-3.702585,15.0,159.9,89.9
255,40.444146,-3.702524,15.0,159.9,89.9
256,40.444019,-3.702463,15.0,159.9,89.8
257,40.443893,-3.702402,15.0,159.9,89.8
258,40.443766,-3.702341,15.0,159.9,89.8
259,40.44364,-3.702281,15.0,159.9,89.8
260,40.443513,-3.70222,15.0,159.9,89.8
261,40.443386,-3.702159,15.0,159.9,89.8
262,40.44326,-3.702098,15.0,159.9,89.7
263,40.443133,-3.702037,15.0,159.9,89.7
264,40.443007,-3.701976,15.0,159.9,89.7
265,40.44288,-3.701916,15.0,159.9,89.7
266,40.442754,-3.701855,15.0,159.9,89.7
267,40.442627,-3.701794,15.0,159.9,89.6
268,40.442501,-3.701733,15.0,159.9,89.6
269,40.442374,-3.701672,15.0,159.9,89.6
270,40.442248,-3.701611,15.0,159.9,89.6
271,40.442121,-3.70155,15.0,159.9,89.6
272,40.441994,-3.70149,15.0,159.9,89.5
273,40.441868,-3.701429,15.0,159.9,89.5
274,40.441741,-3.701368,15.0,159.9,89.5
275,40.441615,-3.701307,15.0,159.9,89.5
276,40.441484,-3.701268,14.98,167.2,89.4
277,40.441352,-3.701232,15.0,168.2,89.4
278,40.44122,-3.701196,15.0,168.2,89.4
279,40.441088,-3.70116,15.0,168.2,89.4
280,40.440956,-3.701123,15.0,168.2,89.3
281,40.440824,-3.701087,15.0,168.2,89.3
282,40.440692,-3.701051,15.0,168.2,89.3
283,40.44056,-3.701015,15.0,168.2,89.2
284,40.440428,-3.700979,15.0,168.2,89.2
285,40.440296,-3.700943,15.0,168.2,89.2
286,40.440164,-3.700906,15.0,168.2,89.1
287,40.440033,-3.70087,15.0,168.2,89.1
288,40.439901,-3.700834,15.0,168.2,89.1
289,40.439769,-3.700798,15.0,168.2,89.1
290,40.439637,-3.700762,15.0,168.2,89.0
291,40.439505,-3.700726,15.0,168.2,89.0
292,40.439373,-3.700689,15.0,168.2,88.9
293,40.439241,-3.700653,15.0,168.2,88.9
294,40.439109,-3.700617,15.0,168.2,88.9
295,40.438977,-3.700581,15.0,168.2,88.8
296,40.438845,-3.700545,15.0,168.2,88.8
297,40.438714,-3.700509,15.0,168.2,88.8
298,40.438582,-3.700472,15.0,168.2,88.7
299,40.43845,-3.700436,15.0,168.2,88.7
300,40.438318,-3.7004,15.0,168.2,88.6
301,40.438186,-3.700364,15.0,168.2,88.6
302,40.438054,-3.700328,15.0,168.2,88.6
303,40.437922,-3.700292,15.0,168.2,88.5
304,40.43779,-3.700255,15.0,168.2,88.5
305,40.437658,-3.700219,15.0,168.2,88.4
306,40.437526,-3.700183,15.0,168.2,88.4
307,40.437394,-3.700147,15.0,168.2,88.3
308,40.437263,-3.700111,15.0,168.2,88.3
309,40.437131,-3.700075,15.0,168.2,88.3
310,40.436999,-3.700038,15.0,168.2,88.2
311,40.436867,-3.700002,15.0,168.2,88.2
312,40.436735,-3.699966,15.0,168.2,88.1
313,40.436603,-3.69993,15.0,168.2,88.1
314,40.436471,-3.699894,15.0,168.2,88.0
315,40.436339,-3.699858,15.0,168.2,88.0
316,40.436207,-3.699821,15.0,168.2,87.9
317,40.436075,-3.699785,15.0,168.2,87.9
318,40.435944,-3.699749,15.0,168.2,87.8
319,40.435812,-3.699713,15.0,168.2,87.8
320,40.43568,-3.699677,15.0,168.2,87.7
321,40.435548,-3.699641,15.0,168.2,87.7
322,40.435416,-3.699604,15.0,168.2,87.6
323,40.435284,-3.699634,14.86,189.8,87.6
324,40.435153,-3.699673,15.0,192.7,87.5
325,40.435021,-3.699712,15.0,192.7,87.5
326,40.43489,-3.699751,15.0,192.7,87.4
327,40.434758,-3.699789,15.0,192.7,87.3
328,40.434627,-3.699828,15.0,192.7,87.3
329,40.434496,-3.699867,15.0,192.7,87.2
330,40.434364,-3.699906,15.0,192.7,87.2
331,40.434233,-3.699944,15.0,192.7,87.1
332,40.434101,-3.699983,15.0,192.7,87.1
333,40.43397,-3.700022,15.0,192.7,87.0
334,40.433838,-3.700061,15.0,192.7,86.9
335,40.433707,-3.7001,15.0,192.7,86.9
336,40.433575,-3.700138,15.0,192.7,86.8
337,40.433444,-3.700177,15.0,192.7,86.8
338,40.433312,-3.700216,15.0,192.7,86.7
339,40.433181,-3.700255,15.0,192.7,86.6
340,40.433049,-3.700294,15.0,192.7,86.6
341,40.432918,-3.700332,15.0,192.7,86.5
342,40.432786,-3.700371,15.0,192.7,86.5
343,40.432655,-3.70041,15.0,192.7,86.4
344,40.432523,-3.700449,15.0,192.7,86.3
345,40.432392,-3.700488,15.0,192.7,86.3
346,40.432261,-3.700526,15.0,192.7,86.2
347,40.432129,-3.700565,15.0,192.7,86.1
348,40.431998,-3.700604,15.0,192.7,86.1
349,40.431866,-3.700643,15.0,192.7,86.0
350,40.431735,-3.700682,15.0,192.7,85.9
351,40.431603,-3.70072,15.0,192.7,85.9
352,40.431472,-3.700759,15.0,192.7,85.8
353,40.43134,-3.700798,15.0,192.7,85.7
354,40.431209,-3.700837,15.0,192.7,85.6
355,40.431077,-3.700876,15.0,192.7,85.6
356,40.430946,-3.700914,15.0,192.7,85.5
357,40.430814,-3.700953,15.0,192.7,85.4
358,40.430683,-3.700992,15.0,192.7,85.4
359,40.430551,-3.701031,15.0,192.7,85.3
360,40.43042,-3.70107,15.0,192.7,85.2
361,40.430288,-3.701108,15.0,192.7,85.1
362,40.430157,-3.701147,15.0,192.7,85.1
363,40.430026,-3.701186,15.0,192.7,85.0
364,40.429894,-3.701225,15.0,192.7,84.9
365,40.429763,-3.701264,15.0,192.7,84.8
366,40.429631,-3.701302,15.0,192.7,84.8
367,40.4295,-3.701341,15.0,192.7,84.7
368,40.429368,-3.70138,15.0,192.7,84.6
369,40.429235,-3.701391,14.8,183.7,84.5
370,40.429101,-3.701373,15.0,174.1,84.5
371,40.428967,-3.701355,15.0,174.1,84.4
372,40.428833,-3.701337,15.0,174.1,84.3
373,40.428699,-3.701319,15.0,174.1,84.2
374,40.428565,-3.701301,15.0,174.1,84.1
375,40.428431,-3.701283,15.0,174.1,84.0
376,40.428297,-3.701264,15.0,174.1,84.0
377,40.428163,-3.701246,15.0,174.1,83.9
378,40.428029,-3.701228,15.0,174.1,83.8
379,40.427895,-3.70121,15.0,174.1,83.7
380,40.427761,-3.701192,15.0,174.1,83.6
381,40.427627,-3.701174,15.0,174.1,83.6
382,40.427493,-3.701156,15.0,174.1,83.5
383,40.427359,-3.701138,15.0,174.1,83.4
384,40.427225,-3.70112,15.0,174.1,83.3
385,40.427091,-3.701101,15.0,174.1,83.2
386,40.426957,-3.701083,15.0,174.1,83.1
387,40.426823,-3.701065,15.0,174.1,83.0
388,40.426689,-3.701047,15.0,174.1,83.0
389,40.426555,-3.701029,15.0,174.1,82.9
390,40.426421,-3.701011,15.0,174.1,82.8
391,40.426287,-3.700993,15.0,174.1,82.7
392,40.426153,-3.700975,15.0,174.1,82.6
393,40.426019,-3.700957,15.0,174.1,82.5
394,40.425884,-3.700938,15.0,174.1,82.4
395,40.42575,-3.70092,15.0,174.1,82.3
396,40.425616,-3.700902,15.0,174.1,82.2
397,40.425482,-3.700915,14.97,184.1,82.1
398,40.425348,-3.700932,15.0,185.5,82.0
399,40.425214,-3.700949,15.0,185.5,82.0
400,40.42508,-3.700966,15.0,185.5,81.9
401,40.424946,-3.700983,15.0,185.5,81.8
402,40.424812,-3.701,15.0,185.5,81.7
403,40.424678,-3.701017,15.0,185.5,81.6
404,40.424543,-3.701034,15.0,185.5,81.5
405,40.424409,-3.701052,15.0,185.5,81.4
406,40.424275,-3.701069,15.0,185.5,81.3
407,40.424141,-3.701086,15.0,185.5,81.2
408,40.424007,-3.701103,15.0,185.5,81.1
409,40.423873,-3.70112,15.0,185.5,81.0
410,40.423739,-3.701137,15.0,185.5,80.9
411,40.423605,-3.701154,15.0,185.5,80.8
412,40.42347,-3.701171,15.0,185.5,80.7
413,40.423336,-3.701188,15.0,185.5,80.6
414,40.423202,-3.701205,15.0,185.5,80.5
415,40.423068,-3.701222,15.0,185.5,80.4
416,40.422934,-3.701239,15.0,185.5,80.3
417,40.4228,-3.701256,15.0,185.5,80.2
418,40.422666,-3.701273,15.0,185.5,80.1
419,40.422532,-3.701291,15.0,185.5,80.0
420,40.422398,-3.701308,15.0,185.5,79.9
421,40.422263,-3.701325,15.0,185.5,79.8
422,40.422129,-3.701342,15.0,185.5,79.7
423,40.421995,-3.701359,15.0,185.5,79.6
424,40.421861,-3.701376,15.0,185.5,79.5
425,40.421727,-3.701393,15.0,185.5,79.4
426,40.421593,-3.70141,15.0,185.5,79.3
427,40.421459,-3.701427,15.0,185.5,79.2
428,40.421325,-3.701444,15.0,185.5,79.1
429,40.42119,-3.701461,15.0,185.5,79.0
430,40.421056,-3.701478,15.0,185.5,78.9
431,40.420922,-3.701495,15.0,185.5,78.7
432,40.420788,-3.701512,15.0,185.5,78.6
433,40.420654,-3.701529,15.0,185.5,78.5
434,40.42052,-3.701547,15.0,185.5,78.4
435,40.420386,-3.701564,15.0,185.5,78.3
436,40.420252,-3.701581,15.0,185.5,78.2
437,40.420118,-3.701598,15.0,185.5,78.1
438,40.419993,-3.701663,14.91,201.9,78.0
439,40.41987,-3.701736,15.0,204.3,77.9
440,40.419748,-3.701809,15.0,204.3,77.8
441,40.419625,-3.701882,15.0,204.3,77.7
442,40.419502,-3.701955,15.0,204.3,77.5
443,40.419379,-3.702028,15.0,204.3,77.4
444,40.419257,-3.702101,15.0,204.3,77.3
445,40.419134,-3.702174,15.0,204.3,77.2
446,40.419011,-3.702247,15.0,204.3,77.1
447,40.418888,-3.70232,15.0,204.3,77.0
448,40.418765,-3.702392,15.0,204.3,76.9
449,40.418643,-3.702465,15.0,204.3,76.8
450,40.41852,-3.702538,15.0,204.3,76.6
451,40.418397,-3.702611,15.0,204.3,76.5
452,40.418274,-3.702684,15.0,204.3,76.4
453,40.418151,-3.702757,15.0,204.3,76.3
454,40.418029,-3.70283,15.0,204.3,76.2
455,40.417906,-3.702903,15.0,204.3,76.1
456,40.417783,-3.702976,15.0,204.3,75.9
457,40.41766,-3.703049,15.0,204.3,75.8
458,40.417538,-3.703121,15.0,204.3,75.7
459,40.417415,-3.703194,15.0,204.3,75.6
460,40.417292,-3.703267,15.0,204.3,75.5
461,40.417169,-3.70334,15.0,204.3,75.4
462,40.417046,-3.703413,15.0,204.3,75.2
463,40.416924,-3.703486,15.0,204.3,75.1
464,40.416792,-3.703487,14.69,180.4,75.0
465,40.416657,-3.703471,15.0,174.8,74.9
466,40.416523,-3.703455,15.0,174.8,74.8
467,40.416389,-3.703439,15.0,174.8,74.6
468,40.416255,-3.703423,15.0,174.8,74.5
469,40.416121,-3.703407,15.0,174.8,74.4
470,40.415986,-3.703391,15.0,174.8,74.3
471,40.415852,-3.703375,15.0,174.8,74.2
472,40.415718,-3.703359,15.0,174.8,74.0
473,40.415584,-3.703343,15.0,174.8,73.9
474,40.41545,-3.703327,15.0,174.8,73.8
475,40.415315,-3.703311,15.0,174.8,73.7
476,40.415181,-3.703295,15.0,174.8,73.5
477,40.415047,-3.703279,15.0,174.8,73.4
478,40.414913,-3.703263,15.0,174.8,73.3
479,40.414779,-3.703247,15.0,174.8,73.2
480,40.414644,-3.703231,15.0,174.8,73.0
481,40.41451,-3.703216,15.0,174.8,72.9
482,40.414376,-3.7032,15.0,174.8,72.8
483,40.414242,-3.703184,15.0,174.8,72.7
484,40.414108,-3.703168,15.0,174.8,72.5
485,40.413974,-3.703152,15.0,174.8,72.4
486,40.413839,-3.703136,15.0,174.8,72.3
487,40.413705,-3.70312,15.0,174.8,72.2
488,40.413571,-3.703104,15.0,174.8,72.0
489,40.413437,-3.703088,15.0,174.8,71.9
490,40.413303,-3.703072,15.0,174.8,71.8
491,40.413168,-3.703056,15.0,174.8,71.6
492,40.413034,-3.70304,15.0,174.8,71.5
493,40.4129,-3.703024,15.0,174.8,71.4
494,40.412766,-3.703008,15.0,174.8,71.3
495,40.41268,-3.702913,12.42,139.9,71.1
496,40.412642,-3.702744,15.0,106.6,71.0
497,40.412603,-3.702574,15.0,106.6,70.9
498,40.412565,-3.702405,15.0,106.6,70.7
499,40.412526,-3.702235,15.0,106.6,70.6
500,40.412488,-3.702066,15.0,106.6,70.5
501,40.412449,-3.701896,15.0,106.6,70.4
502,40.412411,-3.701726,15.0,106.6,70.2
503,40.412372,-3.701557,15.0,106.6,70.1
504,40.412333,-3.701387,15.0,106.6,70.0
505,40.412295,-3.701218,15.0,106.6,69.8
506,40.412256,-3.701048,15.0,106.6,69.7
507,40.412218,-3.700879,15.0,106.6,69.6
508,40.412179,-3.700709,15.0,106.6,69.4
509,40.412141,-3.700539,15.0,106.6,69.3
510,40.412102,-3.70037,15.0,106.6,69.2
511,40.412064,-3.7002,15.0,106.6,69.0
512,40.412025,-3.700031,15.0,106.6,68.9
513,40.411987,-3.699861,15.0,106.6,68.8
514,40.411948,-3.699691,15.0,106.6,68.6
515,40.41191,-3.699522,15.0,106.6,68.5
516,40.411871,-3.699352,15.0,106.6,68.4
517,40.411832,-3.699183,15.0,106.6,68.2
518,40.411794,-3.699013,15.0,106.6,68.1
519,40.411755,-3.698844,15.0,106.6,68.0
520,40.411717,-3.698674,15.0,106.6,67.8
521,40.411657,-3.698518,14.82,116.7,67.7
522,40.41158,-3.698372,15.0,124.6,67.5
523,40.411504,-3.698226,15.0,124.6,67.4
524,40.411428,-3.698081,15.0,124.6,67.3
525,40.411351,-3.697935,15.0,124.6,67.1
526,40.411275,-3.697789,15.0,124.6,67.0
527,40.411198,-3.697643,15.0,124.6,66.9
528,40.411122,-3.697498,15.0,124.6,66.7
529,40.411045,-3.697352,15.0,124.6,66.6
530,40.410969,-3.697206,15.0,124.6,66.4
531,40.410892,-3.697061,15.0,124.6,66.3
532,40.410816,-3.696915,15.0,124.6,66.2
533,40.41074,-3.696769,15.0,124.6,66.0
534,40.410663,-3.696623,15.0,124.6,65.9
535,40.410587,-3.696478,15.0,124.6,65.8
536,40.41051,-3.696332,15.0,124.6,65.6
537,40.410434,-3.696186,15.0,124.6,65.5
538,40.410357,-3.69604,15.0,124.6,65.3
539,40.410281,-3.695895,15.0,124.6,65.2
540,40.410204,-3.695749,15.0,124.6,65.1
541,40.410128,-3.695603,15.0,124.6,64.9
542,40.410051,-3.695458,15.0,124.6,64.8
543,40.409975,-3.695312,15.0,124.6,64.6
544,40.409899,-3.695166,15.0,124.6,64.5
545,40.409822,-3.69502,15.0,124.6,64.4
546,40.409746,-3.694875,15.0,124.6,64.2
547,40.409669,-3.694729,15.0,124.6,64.1
548,40.409593,-3.694583,15.0,124.6,63.9
549,40.409516,-3.694437,15.0,124.6,63.8
550,40.40944,-3.694292,15.0,124.6,63.7
551,40.409363,-3.694146,15.0,124.6,63.5
552,40.409287,-3.694,15.0,124.6,63.4
553,40.409211,-3.693854,15.0,124.6,63.2
554,40.409134,-3.693709,15.0,124.6,63.1
555,40.409058,-3.693563,15.0,124.6,62.9
556,40.408981,-3.693417,15.0,124.6,62.8
557,40.408905,-3.693272,15.0,124.6,62.7
