timestamp,latitude,longitude,speed,heading,occupancy
69,40.426043,-3.674012,7.5,235.1,72.0
70,40.426005,-3.674084,7.5,235.1,71.9
71,40.425966,-3.674157,7.5,235.1,71.9
72,40.425928,-3.674229,7.5,235.1,71.8
73,40.425889,-3.674302,7.5,235.1,71.8
74,40.425851,-3.674375,7.5,235.1,71.7
75,40.425812,-3.674447,7.5,235.1,71.6
76,40.425774,-3.67452,7.5,235.1,71.6
77,40.425735,-3.674593,7.5,235.1,71.5
78,40.425697,-3.674665,7.5,235.1,71.5
79,40.425658,-3.674738,7.5,235.1,71.4
80,40.42562,-3.67481,7.5,235.1,71.3
81,40.425581,-3.674883,7.5,235.1,71.3
82,40.425543,-3.674956,7.5,235.1,71.2
83,40.425504,-3.675028,7.5,235.1,71.1
84,40.425466,-3.675101,7.5,235.1,71.1
85,40.425427,-3.675174,7.5,235.1,71.0
86,40.425389,-3.675246,7.5,235.1,70.9
87,40.42535,-3.675319,7.5,235.1,70.9
88,40.425312,-3.675391,7.5,235.1,70.8
89,40.425273,-3.675464,7.5,235.1,70.7
90,40.425235,-3.675537,7.5,235.1,70.6
91,40.425196,-3.675609,7.5,235.1,70.6
92,40.425158,-3.675682,7.5,235.1,70.5
93,40.425119,-3.675755,7.5,235.1,70.4
94,40.425081,-3.675827,7.5,235.1,70.4
95,40.425042,-3.6759,7.5,235.1,70.3
96,40.425004,-3.675973,7.5,235.1,70.2
97,40.424965,-3.676045,7.5,235.1,70.1
98,40.424927,-3.676118,7.5,235.1,70.1
99,40.424888,-3.67619,7.5,235.1,70.0
100,40.42485,-3.676263,7.5,235.1,69.9
101,40.424811,-3.676336,7.5,235.1,69.8
102,40.424773,-3.676408,7.5,235.1,69.8
103,40.424734,-3.676481,7.5,235.1,69.7
104,40.424696,-3.676554,7.5,235.1,69.6
105,40.424657,-3.676626,7.5,235.1,69.5
106,40.424619,-3.676699,7.5,235.1,69.5
107,40.42458,-3.676771,7.5,235.1,69.4
108,40.424542,-3.676844,7.5,235.1,69.3
109,40.424503,-3.676917,7.5,235.1,69.2
110,40.424465,-3.676989,7.5,235.1,69.1
111,40.424426,-3.677062,7.5,235.1,69.0
112,40.424388,-3.677135,7.5,235.1,69.0
113,40.424349,-3.677207,7.5,235.1,68.9
114,40.424311,-3.67728,7.5,235.1,68.8
115,40.424259,-3.677335,7.39,219.0,68.7
116,40.424203,-3.677383,7.5,212.9,68.6
117,40.424146,-3.677431,7.5,212.9,68.6
118,40.424089,-3.677479,7.5,212.9,68.5
119,40.424033,-3.677527,7.5,212.9,68.4
120,40.423976,-3.677575,7.5,212.9,68.3
121,40.42392,-3.677623,7.5,212.9,68.2
122,40.423863,-3.677671,7.5,212.9,68.1
123,40.423807,-3.677719,7.5,212.9,68.0
124,40.42375,-3.677767,7.5,212.9,68.0
125,40.423693,-3.677816,7.5,212.9,67.9
126,40.423637,-3.677864,7.5,212.9,67.8
127,40.42358,-3.677912,7.5,212.9,67.7
128,40.423524,-3.67796,7.5,212.9,67.6
129,40.423467,-3.678008,7.5,212.9,67.5
130,40.423411,-3.678056,7.5,212.9,67.4
131,40.423354,-3.678104,7.5,212.9,67.3
132,40.423298,-3.678152,7.5,212.9,67.2
133,40.423241,-3.6782,7.5,212.9,67.1
134,40.423184,-3.678248,7.5,212.9,67.0
135,40.423128,-3.678296,7.5,212.9,67.0
136,40.423071,-3.678344,7.5,212.9,66.9
137,40.423015,-3.678393,7.5,212.9,66.8
138,40.422958,-3.678441,7.5,212.9,66.7
139,40.422902,-3.678489,7.5,212.9,66.6
140,40.422845,-3.678537,7.5,212.9,66.5
141,40.422788,-3.678585,7.5,212.9,66.4
142,40.422732,-3.678633,7.5,212.9,66.3
143,40.422675,-3.678681,7.5,212.9,66.2
144,40.422619,-3.678729,7.5,212.9,66.1
145,40.422562,-3.678777,7.5,212.9,66.0
146,40.422506,-3.678825,7.5,212.9,65.9
147,40.422449,-3.678873,7.5,212.9,65.8
148,40.422392,-3.678921,7.5,212.9,65.7
149,40.422336,-3.678969,7.5,212.9,65.6
150,40.422293,-3.679031,7.09,227.1,65.5
151,40.422272,-3.679115,7.5,252.4,65.4
152,40.422252,-3.679199,7.5,252.4,65.3
153,40.422231,-3.679284,7.5,252.4,65.2
154,40.422211,-3.679368,7.5,252.4,65.1
155,40.42219,-3.679452,7.5,252.4,65.0
156,40.42217,-3.679537,7.5,252.4,64.9
157,40.42215,-3.679621,7.5,252.4,64.8
158,40.422129,-3.679705,7.5,252.4,64.7
159,40.422109,-3.67979,7.5,252.4,64.6
160,40.422088,-3.679874,7.5,252.4,64.5
161,40.422068,-3.679958,7.5,252.4,64.4
162,40.422048,-3.680043,7.5,252.4,64.3
163,40.422027,-3.680127,7.5,252.4,64.2
164,40.422007,-3.680212,7.5,252.4,64.1
165,40.421986,-3.680296,7.5,252.4,64.0
166,40.421966,-3.68038,7.5,252.4,63.9
167,40.421945,-3.680465,7.5,252.4,63.7
168,40.421925,-3.680549,7.5,252.4,63.6
169,40.421905,-3.680633,7.5,252.4,63.5
170,40.421884,-3.680718,7.5,252.4,63.4
171,40.421864,-3.680802,7.5,252.4,63.3
172,40.421843,-3.680886,7.5,252.4,63.2
173,40.421823,-3.680971,7.5,252.4,63.1
174,40.421803,-3.681055,7.5,252.4,63.0
175,40.421782,-3.681139,7.5,252.4,62.9
176,40.421762,-3.681224,7.5,252.4,62.8
177,40.421741,-3.681308,7.5,252.4,62.7
178,40.421721,-3.681392,7.5,252.4,62.5
179,40.4217,-3.681477,7.5,252.4,62.4
180,40.42168,-3.681561,7.5,252.4,62.3
181,40.42166,-3.681645,7.5,252.4,62.2
182,40.421639,-3.68173,7.5,252.4,62.1
183,40.421619,-3.681814,7.5,252.4,62.0
184,40.421598,-3.681898,7.5,252.4,61.9
185,40.421578,-3.681983,7.5,252.4,61.8
186,40.421557,-3.682067,7.5,252.4,61.6
187,40.421537,-3.682151,7.5,252.4,61.5
188,40.421517,-3.682236,7.5,252.4,61.4
189,40.421496,-3.68232,7.5,252.4,61.3
190,40.421476,-3.682404,7.5,252.4,61.2
191,40.421455,-3.682489,7.5,252.4,61.1
192,40.421435,-3.682573,7.5,252.4,60.9
193,40.421415,-3.682657,7.5,252.4,60.8
194,40.421394,-3.682742,7.5,252.4,60.7
195,40.421374,-3.682826,7.5,252.4,60.6
196,40.421353,-3.68291,7.5,252.4,60.5
197,40.421333,-3.682995,7.5,252.4,60.4
198,40.421312,-3.683079,7.5,252.4,60.2
199,40.421292,-3.683163,7.5,252.4,60.1
200,40.421272,-3.683248,7.5,252.4,60.0
201,40.421251,-3.683332,7.5,252.4,59.9
202,40.421231,-3.683416,7.5,252.4,59.8
203,40.42121,-3.683501,7.5,252.4,59.6
204,40.42119,-3.683585,7.5,252.4,59.5
205,40.42117,-3.683669,7.5,252.4,59.4
206,40.421149,-3.683754,7.5,252.4,59.3
207,40.421129,-3.683838,7.5,252.4,59.2
208,40.421108,-3.683922,7.5,252.4,59.0
209,40.421088,-3.684007,7.5,252.4,58.9
210,40.421067,-3.684091,7.5,252.4,58.8
211,40.421047,-3.684175,7.5,252.4,58.7
212,40.421027,-3.68426,7.5,252.4,58.5
213,40.421006,-3.684344,7.5,252.4,58.4
214,40.420986,-3.684428,7.5,252.4,58.3
215,40.420965,-3.684513,7.5,252.4,58.2
216,40.420945,-3.684597,7.5,252.4,58.0
217,40.420925,-3.684681,7.5,252.4,57.9
218,40.420904,-3.684766,7.5,252.4,57.8
219,40.420884,-3.68485,7.5,252.4,57.7
220,40.420863,-3.684934,7.5,252.4,57.5
221,40.420843,-3.685019,7.5,252.4,57.4
222,40.420822,-3.685103,7.5,252.4,57.3
223,40.420802,-3.685187,7.5,252.4,57.2
224,40.420782,-3.685272,7.5,252.4,57.0
225,40.420761,-3.685356,7.5,252.4,56.9
226,40.420741,-3.68544,7.5,252.4,56.8
227,40.42072,-3.685525,7.5,252.4,56.6
228,40.4207,-3.685609,7.5,252.4,56.5
229,40.420679,-3.685693,7.5,252.4,56.4
230,40.420659,-3.685778,7.5,252.4,56.3
231,40.420639,-3.685862,7.5,252.4,56.1
232,40.420618,-3.685946,7.5,252.4,56.0
233,40.420598,-3.686031,7.5,252.4,55.9
234,40.420577,-3.686115,7.5,252.4,55.7
235,40.420557,-3.686199,7.5,252.4,55.6
236,40.420537,-3.686284,7.5,252.4,55.5
237,40.420516,-3.686368,7.5,252.4,55.4
238,40.420496,-3.686452,7.5,252.4,55.2
239,40.420475,-3.686537,7.5,252.4,55.1
240,40.420455,-3.686621,7.5,252.4,55.0
241,40.420434,-3.686705,7.5,252.4,54.8
242,40.420414,-3.68679,7.5,252.4,54.7
243,40.420394,-3.686874,7.5,252.4,54.6
244,40.420373,-3.686958,7.5,252.4,54.4
245,40.420353,-3.687043,7.5,252.4,54.3
246,40.420332,-3.687127,7.5,252.4,54.2
247,40.420312,-3.687211,7.5,252.4,54.0
248,40.420292,-3.687296,7.5,252.4,53.9
249,40.420271,-3.68738,7.5,252.4,53.8
250,40.420251,-3.687465,7.5,252.4,53.6
251,40.42023,-3.687549,7.5,252.4,53.5
252,40.42021,-3.687633,7.5,252.4,53.4
253,40.420189,-3.687718,7.5,252.4,53.2
254,40.420169,-3.687802,7.5,252.4,53.1
255,40.420149,-3.687886,7.5,252.4,53.0
256,40.420128,-3.687971,7.5,252.4,52.8
257,40.420108,-3.688055,7.5,252.4,52.7
258,40.420087,-3.688139,7.5,252.4,52.5
259,40.420067,-3.688224,7.5,252.4,52.4
260,40.420047,-3.688308,7.5,252.4,52.3
261,40.420026,-3.688392,7.5,252.4,52.1
262,40.420006,-3.688477,7.5,252.4,52.0
263,40.41999,-3.688563,7.49,256.9,51.9
264,40.419977,-3.688649,7.5,258.7,51.7
265,40.419964,-3.688736,7.5,258.7,51.6
266,40.419951,-3.688823,7.5,258.7,51.4
267,40.419938,-3.68891,7.5,258.7,51.3
268,40.419924,-3.688997,7.5,258.7,51.2
269,40.419911,-3.689083,7.5,258.7,51.0
270,40.419898,-3.68917,7.5,258.7,50.9
271,40.419885,-3.689257,7.5,258.7,50.8
272,40.419872,-3.689344,7.5,258.7,50.6
273,40.419858,-3.68943,7.5,258.7,50.5
274,40.419845,-3.689517,7.5,258.7,50.3
275,40.419832,-3.689604,7.5,258.7,50.2
276,40.419819,-3.689691,7.5,258.7,50.1
277,40.419806,-3.689778,7.5,258.7,49.9
278,40.419792,-3.689864,7.5,258.7,49.8
279,40.419779,-3.689951,7.5,258.7,49.6
280,40.419766,-3.690038,7.5,258.7,49.5
281,40.419753,-3.690125,7.5,258.7,49.4
282,40.41974,-3.690211,7.5,258.7,49.2
283,40.419726,-3.690298,7.5,258.7,49.1
284,40.419713,-3.690385,7.5,258.7,48.9
285,40.4197,-3.690472,7.5,258.7,48.8
286,40.419687,-3.690559,7.5,258.7,48.7
287,40.419674,-3.690645,7.5,258.7,48.5
288,40.41966,-3.690732,7.5,258.7,48.4
289,40.419647,-3.690819,7.5,258.7,48.2
290,40.419634,-3.690906,7.5,258.7,48.1
291,40.419621,-3.690992,7.5,258.7,47.9
292,40.419608,-3.691079,7.5,258.7,47.8
293,40.419594,-3.691166,7.5,258.7,47.7
294,40.419581,-3.691253,7.5,258.7,47.5
295,40.419568,-3.69134,7.5,258.7,47.4
296,40.419555,-3.691426,7.5,258.7,47.2
297,40.419541,-3.691513,7.5,258.7,47.1
298,40.419528,-3.6916,7.5,258.7,47.0
299,40.419515,-3.691687,7.5,258.7,46.8
300,40.419502,-3.691774,7.5,258.7,46.7
301,40.419489,-3.69186,7.5,258.7,46.5
302,40.419475,-3.691947,7.5,258.7,46.4
303,40.419462,-3.692034,7.5,258.7,46.2
304,40.419449,-3.692121,7.5,258.7,46.1
305,40.419436,-3.692207,7.5,258.7,45.9
306,40.419423,-3.692294,7.5,258.7,45.8
307,40.419409,-3.692381,7.5,258.7,45.7
308,40.419396,-3.692468,7.5,258.7,45.5
309,40.419383,-3.692555,7.5,258.7,45.4
310,40.41937,-3.692641,7.5,258.7,45.2
311,40.419357,-3.692728,7.5,258.7,45.1
312,40.419343,-3.692815,7.5,258.7,44.9
313,40.41933,-3.692902,7.5,258.7,44.8
314,40.419317,-3.692988,7.5,258.7,44.7
315,40.419304,-3.693075,7.5,258.7,44.5
316,40.419277,-3.693155,7.43,246.1,44.4
317,40.419244,-3.693233,7.5,241.1,44.2
318,40.419211,-3.69331,7.5,241.1,44.1
319,40.419179,-3.693388,7.5,241.1,43.9
320,40.419146,-3.693465,7.5,241.1,43.8
321,40.419114,-3.693543,7.5,241.1,43.6
322,40.419081,-3.69362,7.5,241.1,43.5
323,40.419048,-3.693697,7.5,241.1,43.3
324,40.419016,-3.693775,7.5,241.1,43.2
325,40.418983,-3.693852,7.5,241.1,43.1
326,40.418951,-3.69393,7.5,241.1,42.9
327,40.418918,-3.694007,7.5,241.1,42.8
328,40.418885,-3.694085,7.5,241.1,42.6
329,40.418853,-3.694162,7.5,241.1,42.5
330,40.41882,-3.694239,7.5,241.1,42.3
331,40.418788,-3.694317,7.5,241.1,42.2
332,40.418755,-3.694394,7.5,241.1,42.0
333,40.418722,-3.694472,7.5,241.1,41.9
334,40.41869,-3.694549,7.5,241.1,41.7
335,40.418657,-3.694627,7.5,241.1,41.6
336,40.418625,-3.694704,7.5,241.1,41.5
337,40.418592,-3.694782,7.5,241.1,41.3
338,40.418559,-3.694859,7.5,241.1,41.2
339,40.418527,-3.694936,7.5,241.1,41.0
340,40.418498,-3.695016,7.43,244.8,40.9
341,40.418489,-3.695103,7.5,262.0,40.7
342,40.41848,-3.695191,7.5,262.0,40.6
343,40.41847,-3.695279,7.5,262.0,40.4
344,40.418461,-3.695366,7.5,262.0,40.3
345,40.418452,-3.695454,7.5,262.0,40.1
346,40.418442,-3.695542,7.5,262.0,40.0
347,40.418433,-3.695629,7.5,262.0,39.9
348,40.418424,-3.695717,7.5,262.0,39.7
349,40.418414,-3.695805,7.5,262.0,39.6
350,40.418405,-3.695892,7.5,262.0,39.4
351,40.418396,-3.69598,7.5,262.0,39.3
352,40.418386,-3.696067,7.5,262.0,39.1
353,40.418377,-3.696155,7.5,262.0,39.0
354,40.418368,-3.696243,7.5,262.0,38.8
355,40.418358,-3.69633,7.5,262.0,38.7
356,40.418349,-3.696418,7.5,262.0,38.5
357,40.41834,-3.696506,7.5,262.0,38.4
358,40.418331,-3.696593,7.5,262.0,38.2
359,40.418321,-3.696681,7.5,262.0,38.1
360,40.418312,-3.696769,7.5,262.0,38.0
361,40.418303,-3.696856,7.5,262.0,37.8
362,40.418293,-3.696944,7.5,262.0,37.7
363,40.418284,-3.697032,7.5,262.0,37.5
364,40.418275,-3.697119,7.5,262.0,37.4
365,40.418265,-3.697207,7.5,262.0,37.2
366,40.418256,-3.697294,7.5,262.0,37.1
367,40.418247,-3.697382,7.5,262.0,36.9
368,40.418237,-3.69747,7.5,262.0,36.8
369,40.418228,-3.697557,7.5,262.0,36.6
370,40.418219,-3.697645,7.5,262.0,36.5
371,40.418209,-3.697733,7.5,262.0,36.4
372,40.4182,-3.69782,7.5,262.0,36.2
373,40.418191,-3.697908,7.5,262.0,36.1
374,40.418181,-3.697996,7.5,262.0,35.9
375,40.418172,-3.698083,7.5,262.0,35.8
376,40.418163,-3.698171,7.5,262.0,35.6
377,40.418153,-3.698259,7.5,262.0,35.5
378,40.418144,-3.698346,7.5,262.0,35.3
379,40.418135,-3.698434,7.5,262.0,35.2
380,40.418125,-3.698521,7.5,262.0,35.1
381,40.418116,-3.698609,7.5,262.0,34.9
382,40.418107,-3.698697,7.5,262.0,34.8
383,40.418097,-3.698784,7.5,262.0,34.6
384,40.418088,-3.698872,7.5,262.0,34.5
385,40.418079,-3.69896,7.5,262.0,34.3
386,40.418069,-3.699047,7.5,262.0,34.2
387,40.41806,-3.699135,7.5,262.0,34.0
388,40.418051,-3.699223,7.5,262.0,33.9
389,40.418041,-3.69931,7.5,262.0,33.8
390,40.418032,-3.699398,7.5,262.0,33.6
391,40.418023,-3.699486,7.5,262.0,33.5
392,40.418013,-3.699573,7.5,262.0,33.3
393,40.418004,-3.699661,7.5,262.0,33.2
394,40.41803,-3.69973,6.49,295.9,33.0
395,40.418083,-3.699783,7.5,322.7,32.9
396,40.418137,-3.699837,7.5,322.7,32.8
397,40.41819,-3.69989,7.5,322.7,32.6
398,40.418244,-3.699944,7.5,322.7,32.5
399,40.418298,-3.699998,7.5,322.7,32.3
400,40.418351,-3.700051,7.5,322.7,32.2
401,40.418405,-3.700105,7.5,322.7,32.0
402,40.418458,-3.700158,7.5,322.7,31.9
403,40.418512,-3.700212,7.5,322.7,31.8
404,40.418566,-3.700266,7.5,322.7,31.6
405,40.418619,-3.700319,7.5,322.7,31.5
406,40.418673,-3.700373,7.5,322.7,31.3
407,40.418727,-3.700427,7.5,322.7,31.2
408,40.41878,-3.70048,7.5,322.7,31.1
409,40.418834,-3.700534,7.5,322.7,30.9
410,40.418887,-3.700587,7.5,322.7,30.8
411,40.418941,-3.700641,7.5,322.7,30.6
412,40.418995,-3.700695,7.5,322.7,30.5
413,40.419048,-3.700748,7.5,322.7,30.4
414,40.419102,-3.700802,7.5,322.7,30.2
415,40.419155,-3.700855,7.5,322.7,30.1
416,40.419209,-3.700909,7.5,322.7,29.9
417,40.419263,-3.700963,7.5,322.7,29.8
418,40.419316,-3.701016,7.5,322.7,29.7
419,40.41937,-3.70107,7.5,322.7,29.5
420,40.419423,-3.701123,7.5,322.7,29.4
421,40.419477,-3.701177,7.5,322.7,29.2
422,40.419531,-3.701231,7.5,322.7,29.1
423,40.419584,-3.701284,7.5,322.7,29.0
424,40.419638,-3.701338,7.5,322.7,28.8
425,40.419691,-3.701391,7.5,322.7,28.7
426,40.419745,-3.701445,7.5,322.7,28.5
427,40.419799,-3.701499,7.5,322.7,28.4
428,40.419852,-3.701552,7.5,322.7,28.3
429,40.419906,-3.701606,7.5,322.7,28.1
430,40.419959,-3.701659,7.5,322.7,28.0
431,40.42,-3.701722,6.93,310.6,27.9
432,40.42,-3.70181,7.5,270.0,27.7
433,40.42,-3.701899,7.5,270.0,27.6
434,40.42,-3.701987,7.5,270.0,27.4
435,40.42,-3.702076,7.5,270.0,27.3
436,40.42,-3.702164,7.5,270.0,27.2
437,40.42,-3.702252,7.5,270.0,27.0
438,40.42,-3.702341,7.5,270.0,26.9
439,40.42,-3.702429,7.5,270.0,26.8
440,40.42,-3.702518,7.5,270.0,26.6
441,40.42,-3.702606,7.5,270.0,26.5
442,40.42,-3.702695,7.5,270.0,26.4
443,40.42,-3.702783,7.5,270.0,26.2
444,40.42,-3.702872,7.5,270.0,26.1
445,40.42,-3.70296,7.5,270.0,26.0
446,40.42,-3.703049,7.5,270.0,25.8
447,40.42,-3.703137,7.5,270.0,25.7
448,40.42,-3.703226,7.5,270.0,25.6
449,40.42,-3.703314,7.5,270.0,25.4
450,40.42,-3.703403,7.5,270.0,25.3
451,40.42,-3.703491,7.5,270.0,25.2
452,40.42,-3.70358,7.5,270.0,25.0
453,40.42,-3.703668,7.5,270.0,24.9
454,40.42,-3.703757,7.5,270.0,24.8
455,40.42,-3.703845,7.5,270.0,24.6
456,40.42,-3.703934,7.5,270.0,24.5
457,40.42,-3.704022,7.5,270.0,24.4
458,40.42,-3.704111,7.5,270.0,24.3
459,40.42,-3.704199,7.5,270.0,24.1
460,40.42,-3.704288,7.5,270.0,24.0
461,40.42,-3.704376,7.5,270.0,23.9
462,40.42,-3.704465,7.5,270.0,23.7
463,40.42,-3.704553,7.5,270.0,23.6
464,40.42,-3.704642,7.5,270.0,23.5
465,40.42,-3.70473,7.5,270.0,23.3
466,40.42,-3.704819,7.5,270.0,23.2
467,40.42,-3.704907,7.5,270.0,23.1
468,40.42,-3.704996,7.5,270.0,23.0
469,40.42,-3.705084,7.5,270.0,22.8
470,40.42,-3.705173,7.5,270.0,22.7
471,40.42,-3.705261,7.5,270.0,22.6
472,40.42,-3.70535,7.5,270.0,22.5
473,40.42,-3.705438,7.5,270.0,22.3
474,40.42,-3.705527,7.5,270.0,22.2
475,40.42,-3.705615,7.5,270.0,22.1
476,40.42,-3.705704,7.5,270.0,22.0
477,40.42,-3.705792,7.5,270.0,21.8
478,40.420033,-3.705868,7.41,299.6,21.7
479,40.420069,-3.705943,7.5,302.3,21.6
480,40.420105,-3.706018,7.5,302.3,21.5
481,40.420141,-3.706093,7.5,302.3,21.3
482,40.420177,-3.706168,7.5,302.3,21.2
483,40.420213,-3.706242,7.5,302.3,21.1
484,40.420249,-3.706317,7.5,302.3,21.0
485,40.420285,-3.706392,7.5,302.3,20.8
486,40.420321,-3.706467,7.5,302.3,20.7
487,40.420357,-3.706541,7.5,302.3,20.6
488,40.420393,-3.706616,7.5,302.3,20.5
489,40.420429,-3.706691,7.5,302.3,20.4
490,40.420465,-3.706766,7.5,302.3,20.2
491,40.420501,-3.706841,7.5,302.3,20.1
492,40.420537,-3.706915,7.5,302.3,20.0
493,40.420573,-3.70699,7.5,302.3,19.9
494,40.420609,-3.707065,7.5,302.3,19.8
495,40.420645,-3.70714,7.5,302.3,19.6
496,40.420681,-3.707215,7.5,302.3,19.5
497,40.420717,-3.707289,7.5,302.3,19.4
498,40.420753,-3.707364,7.5,302.3,19.3
499,40.420789,-3.707439,7.5,302.3,19.2
500,40.420825,-3.707514,7.5,302.3,19.0
501,40.420861,-3.707589,7.5,302.3,18.9
502,40.420897,-3.707663,7.5,302.3,18.8
503,40.420933,-3.707738,7.5,302.3,18.7
504,40.420969,-3.707813,7.5,302.3,18.6
505,40.421005,-3.707888,7.5,302.3,18.5
506,40.421041,-3.707963,7.5,302.3,18.4
507,40.421077,-3.708037,7.5,302.3,18.2
508,40.421113,-3.708112,7.5,302.3,18.1
509,40.421149,-3.708187,7.5,302.3,18.0
510,40.421185,-3.708262,7.5,302.3,17.9
511,40.421221,-3.708337,7.5,302.3,17.8
512,40.421257,-3.708411,7.5,302.3,17.7
513,40.421293,-3.708486,7.5,302.3,17.6
514,40.421333,-3.708558,7.5,305.9,17.5
515,40.421373,-3.708629,7.5,306.7,17.3
516,40.421413,-3.7087,7.5,306.7,17.2
517,40.421454,-3.708771,7.5,306.7,17.1
518,40.421494,-3.708842,7.5,306.7,17.0
519,40.421534,-3.708913,7.5,306.7,16.9
520,40.421574,-3.708983,7.5,306.7,16.8
521,40.421615,-3.709054,7.5,306.7,16.7
522,40.421655,-3.709125,7.5,306.7,16.6
523,40.421695,-3.709196,7.5,306.7,16.5
524,40.421735,-3.709267,7.5,306.7,16.4
525,40.421776,-3.709338,7.5,306.7,16.2
526,40.421816,-3.709409,7.5,306.7,16.1
527,40.421856,-3.70948,7.5,306.7,16.0
528,40.421897,-3.709551,7.5,306.7,15.9
529,40.421937,-3.709622,7.5,306.7,15.8
530,40.421977,-3.709693,7.5,306.7,15.7
531,40.422017,-3.709764,7.5,306.7,15.6
532,40.422058,-3.709835,7.5,306.7,15.5
533,40.422098,-3.709906,7.5,306.7,15.4
534,40.422138,-3.709977,7.5,306.7,15.3
535,40.422178,-3.710048,7.5,306.7,15.2
536,40.422219,-3.710119,7.5,306.7,15.1
537,40.422259,-3.71019,7.5,306.7,15.0
538,40.422299,-3.710261,7.5,306.7,14.9
539,40.42234,-3.710332,7.5,306.7,14.8
540,40.42238,-3.710402,7.5,306.7,14.7
541,40.42242,-3.710473,7.5,306.7,14.6
542,40.42246,-3.710544,7.5,306.7,14.5
543,40.422501,-3.710615,7.5,306.7,14.4
544,40.422541,-3.710686,7.5,306.7,14.3
545,40.422581,-3.710757,7.5,306.7,14.2
546,40.422621,-3.710828,7.5,306.7,14.1
547,40.422662,-3.710899,7.5,306.7,14.0
548,40.422702,-3.71097,7.5,306.7,13.9
549,40.422742,-3.711041,7.5,306.7,13.8
550,40.422782,-3.711112,7.5,306.7,13.7
551,40.422823,-3.711183,7.5,306.7,13.6
552,40.422863,-3.711254,7.5,306.7,13.5
553,40.422903,-3.711325,7.5,306.7,13.4
554,40.422944,-3.711396,7.5,306.7,13.3
555,40.422984,-3.711467,7.5,306.7,13.2
556,40.423024,-3.711538,7.5,306.7,13.1
557,40.423064,-3.711609,7.5,306.7,13.0
558,40.423105,-3.71168,7.5,306.7,12.9
559,40.423145,-3.711751,7.5,306.7,12.9
