timestamp,latitude,longitude,speed,heading,occupancy
57,40.409627,-3.716954,22.0,166.9,21.3
58,40.409434,-3.716895,22.0,166.9,21.3
59,40.409242,-3.716837,22.0,166.9,21.2
60,40.409049,-3.716778,22.0,166.9,21.2
61,40.408857,-3.716719,22.0,166.9,21.2
62,40.408664,-3.71666,22.0,166.9,21.1
63,40.408472,-3.716602,22.0,166.9,21.1
64,40.408279,-3.716543,22.0,166.9,21.1
65,40.408087,-3.716484,22.0,166.9,21.0
66,40.407894,-3.716426,22.0,166.9,21.0
67,40.407702,-3.716367,22.0,166.9,20.9
68,40.407509,-3.716308,22.0,166.9,20.9
69,40.407317,-3.71625,22.0,166.9,20.9
70,40.407124,-3.716191,22.0,166.9,20.8
71,40.406932,-3.716132,22.0,166.9,20.8
72,40.406739,-3.716073,22.0,166.9,20.8
73,40.406547,-3.716015,22.0,166.9,20.8
74,40.406354,-3.715956,22.0,166.9,20.7
75,40.406162,-3.715897,22.0,166.9,20.7
76,40.405969,-3.715839,22.0,166.9,20.7
77,40.405777,-3.71578,22.0,166.9,20.6
78,40.405584,-3.715721,22.0,166.9,20.6
79,40.405392,-3.715663,22.0,166.9,20.6
80,40.405199,-3.715604,22.0,166.9,20.6
81,40.405007,-3.715545,22.0,166.9,20.5
82,40.404814,-3.715486,22.0,166.9,20.5
83,40.404622,-3.715428,22.0,166.9,20.5
84,40.404429,-3.715369,22.0,166.9,20.5
85,40.404237,-3.71531,22.0,166.9,20.4
86,40.404044,-3.715252,22.0,166.9,20.4
87,40.403852,-3.715193,22.0,166.9,20.4
88,40.403659,-3.715134,22.0,166.9,20.4
89,40.403467,-3.715075,22.0,166.9,20.4
90,40.403274,-3.715017,22.0,166.9,20.3
91,40.403082,-3.714958,22.0,166.9,20.3
92,40.402889,-3.714899,22.0,166.9,20.3
93,40.402697,-3.714841,22.0,166.9,20.3
94,40.402504,-3.714782,22.0,166.9,20.3
95,40.402312,-3.714723,22.0,166.9,20.2
96,40.402119,-3.714665,22.0,166.9,20.2
97,40.401927,-3.714606,22.0,166.9,20.2
98,40.401734,-3.714547,22.0,166.9,20.2
99,40.401542,-3.714488,22.0,166.9,20.2
100,40.401349,-3.71443,22.0,166.9,20.2
101,40.401157,-3.714371,22.0,166.9,20.1
102,40.400964,-3.714312,22.0,166.9,20.1
103,40.400772,-3.714254,22.0,166.9,20.1
104,40.400579,-3.714195,22.0,166.9,20.1
105,40.400387,-3.714136,22.0,166.9,20.1
106,40.400194,-3.714078,22.0,166.9,20.1
107,40.400002,-3.714019,22.0,166.9,20.1
108,40.399809,-3.71396,22.0,166.9,20.1
109,40.399617,-3.713901,22.0,166.9,20.1
110,40.399424,-3.713843,22.0,166.9,20.1
111,40.399231,-3.713784,22.0,166.9,20.0
112,40.399039,-3.713725,22.0,166.9,20.0
113,40.398846,-3.713667,22.0,166.9,20.0
114,40.398654,-3.713608,22.0,166.9,20.0
115,40.398461,-3.713549,22.0,166.9,20.0
116,40.398297,-3.713458,19.87,157.2,20.0
117,40.398278,-3.7132,22.0,95.6,20.0
118,40.398258,-3.712942,22.0,95.6,20.0
119,40.398239,-3.712684,22.0,95.6,20.0
120,40.39822,-3.712425,22.0,95.6,20.0
121,40.398201,-3.712167,22.0,95.6,20.0
122,40.398181,-3.711909,22.0,95.6,20.0
123,40.398162,-3.71165,22.0,95.6,20.0
124,40.398143,-3.711392,22.0,95.6,20.0
125,40.398123,-3.711134,22.0,95.6,20.0
126,40.398104,-3.710876,22.0,95.6,20.0
127,40.398085,-3.710617,22.0,95.6,20.0
128,40.398066,-3.710359,22.0,95.6,20.0
129,40.398046,-3.710101,22.0,95.6,20.0
130,40.398027,-3.709843,22.0,95.6,20.0
131,40.398008,-3.709584,22.0,95.6,20.0
132,40.397989,-3.709326,22.0,95.6,20.0
133,40.397969,-3.709068,22.0,95.6,20.0
134,40.39795,-3.708809,22.0,95.6,20.0
135,40.397931,-3.708551,22.0,95.6,20.0
136,40.397911,-3.708293,22.0,95.6,20.1
137,40.397892,-3.708035,22.0,95.6,20.1
138,40.397873,-3.707776,22.0,95.6,20.1
139,40.397854,-3.707518,22.0,95.6,20.1
140,40.397834,-3.70726,22.0,95.6,20.1
141,40.397815,-3.707002,22.0,95.6,20.1
142,40.397796,-3.706743,22.0,95.6,20.1
143,40.397776,-3.706485,22.0,95.6,20.1
144,40.397757,-3.706227,22.0,95.6,20.1
145,40.397738,-3.705969,22.0,95.6,20.1
146,40.397719,-3.70571,22.0,95.6,20.2
147,40.397699,-3.705452,22.0,95.6,20.2
148,40.39768,-3.705194,22.0,95.6,20.2
149,40.397661,-3.704935,22.0,95.6,20.2
150,40.397642,-3.704677,22.0,95.6,20.2
151,40.397622,-3.704419,22.0,95.6,20.2
152,40.397603,-3.704161,22.0,95.6,20.3
153,40.397584,-3.703902,22.0,95.6,20.3
154,40.397564,-3.703644,22.0,95.6,20.3
155,40.397545,-3.703386,22.0,95.6,20.3
156,40.397526,-3.703128,22.0,95.6,20.3
157,40.397507,-3.702869,22.0,95.6,20.4
158,40.397487,-3.702611,22.0,95.6,20.4
159,40.397468,-3.702353,22.0,95.6,20.4
160,40.397449,-3.702095,22.0,95.6,20.4
161,40.39743,-3.701836,22.0,95.6,20.4
162,40.39741,-3.701578,22.0,95.6,20.5
163,40.397391,-3.70132,22.0,95.6,20.5
164,40.397372,-3.701061,22.0,95.6,20.5
165,40.397352,-3.700803,22.0,95.6,20.5
166,40.397333,-3.700545,22.0,95.6,20.6
167,40.397314,-3.700287,22.0,95.6,20.6
168,40.397295,-3.700028,22.0,95.6,20.6
169,40.397275,-3.69977,22.0,95.6,20.6
170,40.397256,-3.699512,22.0,95.6,20.7
171,40.397237,-3.699254,22.0,95.6,20.7
172,40.397218,-3.698995,22.0,95.6,20.7
173,40.397198,-3.698737,22.0,95.6,20.8
174,40.397179,-3.698479,22.0,95.6,20.8
175,40.39716,-3.69822,22.0,95.6,20.8
176,40.39714,-3.697962,22.0,95.6,20.9
177,40.397121,-3.697704,22.0,95.6,20.9
178,40.397102,-3.697446,22.0,95.6,20.9
179,40.397083,-3.697187,22.0,95.6,20.9
180,40.397063,-3.696929,22.0,95.6,21.0
181,40.397044,-3.696671,22.0,95.6,21.0
182,40.397025,-3.696413,22.0,95.6,21.1
183,40.397006,-3.696154,22.0,95.6,21.1
184,40.396986,-3.695896,22.0,95.6,21.1
185,40.396967,-3.695638,22.0,95.6,21.2
186,40.396948,-3.69538,22.0,95.6,21.2
187,40.396928,-3.695121,22.0,95.6,21.2
188,40.396909,-3.694863,22.0,95.6,21.3
189,40.39689,-3.694605,22.0,95.6,21.3
190,40.396871,-3.694346,22.0,95.6,21.4
191,40.396851,-3.694088,22.0,95.6,21.4
192,40.396832,-3.69383,22.0,95.6,21.4
193,40.396813,-3.693572,22.0,95.6,21.5
194,40.396813,-3.693315,21.78,89.8,21.5
195,40.396853,-3.693061,22.0,78.4,21.6
196,40.396893,-3.692806,22.0,78.4,21.6
197,40.396933,-3.692552,22.0,78.4,21.7
198,40.396972,-3.692298,22.0,78.4,21.7
199,40.397012,-3.692044,22.0,78.4,21.7
200,40.397052,-3.69179,22.0,78.4,21.8
201,40.397092,-3.691535,22.0,78.4,21.8
202,40.397132,-3.691281,22.0,78.4,21.9
203,40.397171,-3.691027,22.0,78.4,21.9
204,40.397211,-3.690773,22.0,78.4,22.0
205,40.397251,-3.690519,22.0,78.4,22.0
206,40.397291,-3.690265,22.0,78.4,22.1
207,40.397331,-3.69001,22.0,78.4,22.1
208,40.39737,-3.689756,22.0,78.4,22.2
209,40.39741,-3.689502,22.0,78.4,22.2
210,40.39745,-3.689248,22.0,78.4,22.3
211,40.39749,-3.688994,22.0,78.4,22.3
212,40.397529,-3.688739,22.0,78.4,22.4
213,40.397569,-3.688485,22.0,78.4,22.4
214,40.397609,-3.688231,22.0,78.4,22.5
215,40.397649,-3.687977,22.0,78.4,22.5
216,40.397689,-3.687723,22.0,78.4,22.6
217,40.397728,-3.687468,22.0,78.4,22.7
218,40.397768,-3.687214,22.0,78.4,22.7
219,40.397808,-3.68696,22.0,78.4,22.8
220,40.397848,-3.686706,22.0,78.4,22.8
221,40.397888,-3.686452,22.0,78.4,22.9
222,40.397927,-3.686198,22.0,78.4,22.9
223,40.397967,-3.685943,22.0,78.4,23.0
224,40.398007,-3.685689,22.0,78.4,23.1
225,40.398047,-3.685435,22.0,78.4,23.1
226,40.398086,-3.685181,22.0,78.4,23.2
227,40.398126,-3.684927,22.0,78.4,23.2
228,40.398166,-3.684672,22.0,78.4,23.3
229,40.398206,-3.684418,22.0,78.4,23.4
230,40.398246,-3.684164,22.0,78.4,23.4
231,40.398285,-3.68391,22.0,78.4,23.5
232,40.398325,-3.683656,22.0,78.4,23.5
233,40.398365,-3.683401,22.0,78.4,23.6
234,40.398405,-3.683147,22.0,78.4,23.7
235,40.398445,-3.682893,22.0,78.4,23.7
236,40.398484,-3.682639,22.0,78.4,23.8
237,40.398524,-3.682385,22.0,78.4,23.9
238,40.398564,-3.682131,22.0,78.4,23.9
239,40.398615,-3.681914,19.18,72.8,24.0
240,40.398774,-3.682069,22.0,323.4,24.1
241,40.398932,-3.682224,22.0,323.4,24.1
242,40.399091,-3.682378,22.0,323.4,24.2
243,40.39925,-3.682533,22.0,323.4,24.3
244,40.399409,-3.682687,22.0,323.4,24.4
245,40.399567,-3.682842,22.0,323.4,24.4
246,40.399726,-3.682996,22.0,323.4,24.5
247,40.399885,-3.683151,22.0,323.4,24.6
248,40.400044,-3.683306,22.0,323.4,24.6
249,40.400202,-3.68346,22.0,323.4,24.7
250,40.400361,-3.683615,22.0,323.4,24.8
251,40.40052,-3.683769,22.0,323.4,24.9
252,40.400678,-3.683924,22.0,323.4,24.9
253,40.400837,-3.684078,22.0,323.4,25.0
254,40.400996,-3.684233,22.0,323.4,25.1
255,40.401155,-3.684388,22.0,323.4,25.2
256,40.401313,-3.684542,22.0,323.4,25.2
257,40.401472,-3.684697,22.0,323.4,25.3
258,40.401631,-3.684851,22.0,323.4,25.4
259,40.40179,-3.685006,22.0,323.4,25.5
260,40.401948,-3.68516,22.0,323.4,25.6
261,40.402107,-3.685315,22.0,323.4,25.6
262,40.402266,-3.685469,22.0,323.4,25.7
263,40.402425,-3.685624,22.0,323.4,25.8
264,40.402583,-3.685779,22.0,323.4,25.9
265,40.402742,-3.685933,22.0,323.4,26.0
266,40.402901,-3.686088,22.0,323.4,26.0
267,40.40306,-3.686242,22.0,323.4,26.1
268,40.403218,-3.686397,22.0,323.4,26.2
269,40.403377,-3.686551,22.0,323.4,26.3
270,40.403536,-3.686706,22.0,323.4,26.4
271,40.403695,-3.686861,22.0,323.4,26.4
272,40.403853,-3.687015,22.0,323.4,26.5
273,40.404012,-3.68717,22.0,323.4,26.6
274,40.404171,-3.687324,22.0,323.4,26.7
275,40.40433,-3.687479,22.0,323.4,26.8
276,40.404488,-3.687633,22.0,323.4,26.9
277,40.404647,-3.687788,22.0,323.4,27.0
278,40.404806,-3.687943,22.0,323.4,27.1
279,40.404965,-3.688097,22.0,323.4,27.1
280,40.405123,-3.688252,22.0,323.4,27.2
281,40.405282,-3.688406,22.0,323.4,27.3
282,40.405441,-3.688561,22.0,323.4,27.4
283,40.4056,-3.688715,22.0,323.4,27.5
284,40.405758,-3.68887,22.0,323.4,27.6
285,40.405917,-3.689025,22.0,323.4,27.7
286,40.406076,-3.689179,22.0,323.4,27.8
287,40.406243,-3.689307,21.51,329.7,27.9
288,40.406439,-3.68934,22.0,352.7,28.0
289,40.406635,-3.689373,22.0,352.7,28.0
290,40.406831,-3.689406,22.0,352.7,28.1
291,40.407027,-3.689439,22.0,352.7,28.2
292,40.407223,-3.689471,22.0,352.7,28.3
293,40.407419,-3.689504,22.0,352.7,28.4
294,40.407615,-3.689537,22.0,352.7,28.5
295,40.407811,-3.68957,22.0,352.7,28.6
296,40.408007,-3.689603,22.0,352.7,28.7
297,40.408203,-3.689636,22.0,352.7,28.8
298,40.408399,-3.689669,22.0,352.7,28.9
299,40.408595,-3.689702,22.0,352.7,29.0
300,40.408791,-3.689734,22.0,352.7,29.1
301,40.408987,-3.689767,22.0,352.7,29.2
302,40.409183,-3.6898,22.0,352.7,29.3
303,40.409379,-3.689833,22.0,352.7,29.4
304,40.409575,-3.689866,22.0,352.7,29.5
305,40.409771,-3.689899,22.0,352.7,29.6
306,40.409967,-3.689932,22.0,352.7,29.7
307,40.410164,-3.689964,22.0,352.7,29.8
308,40.41036,-3.689997,22.0,352.7,29.9
309,40.410556,-3.69003,22.0,352.7,30.0
310,40.410752,-3.690063,22.0,352.7,30.1
311,40.410948,-3.690096,22.0,352.7,30.2
312,40.411144,-3.690129,22.0,352.7,30.3
313,40.41134,-3.690162,22.0,352.7,30.4
314,40.411536,-3.690194,22.0,352.7,30.5
315,40.411732,-3.690227,22.0,352.7,30.6
316,40.411928,-3.69026,22.0,352.7,30.7
317,40.412124,-3.690293,22.0,352.7,30.8
318,40.41232,-3.690326,22.0,352.7,30.9
319,40.412516,-3.690359,22.0,352.7,31.0
320,40.412712,-3.690392,22.0,352.7,31.1
321,40.412908,-3.690424,22.0,352.7,31.3
322,40.413104,-3.690457,22.0,352.7,31.4
323,40.4133,-3.69049,22.0,352.7,31.5
324,40.413496,-3.690523,22.0,352.7,31.6
325,40.413692,-3.690556,22.0,352.7,31.7
326,40.413888,-3.690589,22.0,352.7,31.8
327,40.414084,-3.690622,22.0,352.7,31.9
328,40.41428,-3.690655,22.0,352.7,32.0
329,40.414476,-3.690687,22.0,352.7,32.1
330,40.414672,-3.69072,22.0,352.7,32.2
331,40.414868,-3.690753,22.0,352.7,32.3
332,40.415064,-3.690786,22.0,352.7,32.5
333,40.415261,-3.690819,22.0,352.7,32.6
334,40.415457,-3.690852,22.0,352.7,32.7
335,40.415653,-3.690885,22.0,352.7,32.8
336,40.415849,-3.690917,22.0,352.7,32.9
337,40.416045,-3.69095,22.0,352.7,33.0
338,40.416241,-3.690983,22.0,352.7,33.1
339,40.416437,-3.691016,22.0,352.7,33.2
340,40.416633,-3.691049,22.0,352.7,33.4
341,40.416829,-3.691082,22.0,352.7,33.5
342,40.417025,-3.691115,22.0,352.7,33.6
343,40.417221,-3.691147,22.0,352.7,33.7
344,40.417417,-3.69118,22.0,352.7,33.8
345,40.417613,-3.691213,22.0,352.7,33.9
346,40.417809,-3.691246,22.0,352.7,34.1
347,40.418005,-3.691279,22.0,352.7,34.2
348,40.418201,-3.691312,22.0,352.7,34.3
349,40.418397,-3.691345,22.0,352.7,34.4
350,40.418593,-3.691377,22.0,352.7,34.5
351,40.418789,-3.69141,22.0,352.7,34.6
352,40.418985,-3.691443,22.0,352.7,34.8
353,40.419181,-3.691476,22.0,352.7,34.9
354,40.419377,-3.691509,22.0,352.7,35.0
355,40.419573,-3.691542,22.0,352.7,35.1
356,40.419769,-3.691575,22.0,352.7,35.2
357,40.419965,-3.691607,22.0,352.7,35.4
358,40.420161,-3.69164,22.0,352.7,35.5
359,40.420358,-3.691673,22.0,352.7,35.6
360,40.420554,-3.691706,22.0,352.7,35.7
361,40.42075,-3.691739,22.0,352.7,35.8
362,40.420946,-3.691772,22.0,352.7,36.0
363,40.421142,-3.691805,22.0,352.7,36.1
364,40.421338,-3.691838,22.0,352.7,36.2
365,40.421534,-3.69187,22.0,352.7,36.3
366,40.42173,-3.691903,22.0,352.7,36.5
367,40.421926,-3.691936,22.0,352.7,36.6
368,40.422122,-3.691969,22.0,352.7,36.7
369,40.422318,-3.692002,22.0,352.7,36.8
370,40.422514,-3.692035,22.0,352.7,37.0
371,40.42271,-3.692068,22.0,352.7,37.1
372,40.422906,-3.6921,22.0,352.7,37.2
373,40.423102,-3.692133,22.0,352.7,37.3
374,40.423298,-3.692166,22.0,352.7,37.5
375,40.423494,-3.692199,22.0,352.7,37.6
376,40.423691,-3.692185,21.99,3.0,37.7
377,40.423889,-3.692171,22.0,3.3,37.8
378,40.424086,-3.692156,22.0,3.3,38.0
379,40.424283,-3.692141,22.0,3.3,38.1
380,40.424481,-3.692126,22.0,3.3,38.2
381,40.424678,-3.692111,22.0,3.3,38.4
382,40.424875,-3.692096,22.0,3.3,38.5
383,40.425072,-3.692081,22.0,3.3,38.6
384,40.42527,-3.692066,22.0,3.3,38.7
385,40.425467,-3.692051,22.0,3.3,38.9
386,40.425664,-3.692036,22.0,3.3,39.0
387,40.425862,-3.692021,22.0,3.3,39.1
388,40.426059,-3.692006,22.0,3.3,39.3
389,40.426256,-3.691991,22.0,3.3,39.4
390,40.426454,-3.691976,22.0,3.3,39.5
391,40.426651,-3.691961,22.0,3.3,39.6
392,40.426848,-3.691946,22.0,3.3,39.8
393,40.427045,-3.691931,22.0,3.3,39.9
394,40.427243,-3.691916,22.0,3.3,40.0
395,40.42744,-3.691901,22.0,3.3,40.2
396,40.427637,-3.691886,22.0,3.3,40.3
397,40.427835,-3.691871,22.0,3.3,40.4
398,40.428032,-3.691856,22.0,3.3,40.6
399,40.428229,-3.691841,22.0,3.3,40.7
400,40.428427,-3.691826,22.0,3.3,40.8
401,40.428624,-3.691811,22.0,3.3,41.0
402,40.428821,-3.691796,22.0,3.3,41.1
403,40.429018,-3.691781,22.0,3.3,41.2
404,40.429216,-3.691766,22.0,3.3,41.4
405,40.429413,-3.691751,22.0,3.3,41.5
406,40.42961,-3.691736,22.0,3.3,41.6
407,40.429808,-3.691721,22.0,3.3,41.8
408,40.430005,-3.691706,22.0,3.3,41.9
409,40.430202,-3.691691,22.0,3.3,42.0
410,40.4304,-3.691676,22.0,3.3,42.2
411,40.430597,-3.691661,22.0,3.3,42.3
412,40.430794,-3.691646,22.0,3.3,42.5
413,40.430991,-3.691631,22.0,3.3,42.6
414,40.431189,-3.691616,22.0,3.3,42.7
415,40.431386,-3.691602,22.0,3.3,42.9
416,40.431583,-3.691587,22.0,3.3,43.0
417,40.431781,-3.691572,22.0,3.3,43.1
418,40.431978,-3.691557,22.0,3.3,43.3
419,40.432175,-3.691542,22.0,3.3,43.4
420,40.432373,-3.691527,22.0,3.3,43.6
421,40.43257,-3.691512,22.0,3.3,43.7
422,40.432767,-3.691497,22.0,3.3,43.8
423,40.432964,-3.691482,22.0,3.3,44.0
424,40.433162,-3.691467,22.0,3.3,44.1
425,40.433359,-3.691452,22.0,3.3,44.2
426,40.433556,-3.691437,22.0,3.3,44.4
427,40.433754,-3.691422,22.0,3.3,44.5
428,40.433951,-3.691407,22.0,3.3,44.7
429,40.434148,-3.691392,22.0,3.3,44.8
430,40.434346,-3.691377,22.0,3.3,44.9
431,40.434543,-3.691362,22.0,3.3,45.1
432,40.43474,-3.691347,22.0,3.3,45.2
433,40.434937,-3.691332,22.0,3.3,45.4
434,40.435135,-3.691317,22.0,3.3,45.5
435,40.435332,-3.691302,22.0,3.3,45.6
436,40.435529,-3.691287,22.0,3.3,45.8
437,40.435727,-3.691272,22.0,3.3,45.9
438,40.435924,-3.691257,22.0,3.3,46.1
439,40.436121,-3.691242,22.0,3.3,46.2
440,40.436319,-3.691227,22.0,3.3,46.3
441,40.436516,-3.691212,22.0,3.3,46.5
442,40.436713,-3.691197,22.0,3.3,46.6
443,40.43691,-3.691182,22.0,3.3,46.8
444,40.437108,-3.691167,22.0,3.3,46.9
445,40.437305,-3.691152,22.0,3.3,47.1
446,40.437502,-3.691137,22.0,3.3,47.2
447,40.4377,-3.691122,22.0,3.3,47.3
448,40.437897,-3.691107,22.0,3.3,47.5
449,40.438094,-3.691092,22.0,3.3,47.6
450,40.438292,-3.691077,22.0,3.3,47.8
451,40.438489,-3.691062,22.0,3.3,47.9
452,40.438686,-3.691047,22.0,3.3,48.1
453,40.438883,-3.691033,22.0,3.3,48.2
454,40.439081,-3.691018,22.0,3.3,48.3
455,40.439278,-3.691003,22.0,3.3,48.5
456,40.439475,-3.690988,22.0,3.3,48.6
457,40.439673,-3.690973,22.0,3.3,48.8
458,40.43987,-3.690958,22.0,3.3,48.9
459,40.440067,-3.690943,22.0,3.3,49.1
460,40.440265,-3.690928,22.0,3.3,49.2
461,40.440462,-3.690913,22.0,3.3,49.3
462,40.440659,-3.690898,22.0,3.3,49.5
463,40.440856,-3.690883,22.0,3.3,49.6
464,40.441054,-3.690868,22.0,3.3,49.8
465,40.441251,-3.690853,22.0,3.3,49.9
466,40.441448,-3.690838,22.0,3.3,50.1
467,40.441646,-3.690823,22.0,3.3,50.2
468,40.441843,-3.690808,22.0,3.3,50.4
469,40.44204,-3.690793,22.0,3.3,50.5
470,40.442238,-3.690778,22.0,3.3,50.6
471,40.442435,-3.690763,22.0,3.3,50.8
472,40.442632,-3.690748,22.0,3.3,50.9
473,40.442829,-3.690733,22.0,3.3,51.1
474,40.443027,-3.690718,22.0,3.3,51.2
475,40.443224,-3.690703,22.0,3.3,51.4
476,40.443421,-3.690688,22.0,3.3,51.5
477,40.443619,-3.690673,22.0,3.3,51.7
478,40.443816,-3.690658,22.0,3.3,51.8
479,40.444013,-3.690643,22.0,3.3,51.9
480,40.444211,-3.690628,22.0,3.3,52.1
481,40.444408,-3.690613,22.0,3.3,52.2
482,40.444605,-3.690598,22.0,3.3,52.4
483,40.444802,-3.690583,22.0,3.3,52.5
484,40.445,-3.690568,22.0,3.3,52.7
485,40.445197,-3.690553,22.0,3.3,52.8
486,40.445394,-3.690538,22.0,3.3,53.0
487,40.445592,-3.690523,22.0,3.3,53.1
488,40.445789,-3.690508,22.0,3.3,53.3
489,40.445984,-3.690475,21.93,7.5,53.4
490,40.446177,-3.690417,22.0,12.8,53.5
491,40.44637,-3.690359,22.0,12.8,53.7
492,40.446562,-3.690302,22.0,12.8,53.8
493,40.446755,-3.690244,22.0,12.8,54.0
494,40.446948,-3.690186,22.0,12.8,54.1
495,40.44714,-3.690128,22.0,12.8,54.3
496,40.447333,-3.690071,22.0,12.8,54.4
497,40.447526,-3.690013,22.0,12.8,54.6
498,40.447718,-3.689955,22.0,12.8,54.7
499,40.447911,-3.689897,22.0,12.8,54.9
500,40.448104,-3.68984,22.0,12.8,55.0
501,40.448296,-3.689782,22.0,12.8,55.2
502,40.448489,-3.689724,22.0,12.8,55.3
503,40.448682,-3.689667,22.0,12.8,55.4
504,40.448874,-3.689609,22.0,12.8,55.6
505,40.449067,-3.689551,22.0,12.8,55.7
506,40.44926,-3.689493,22.0,12.8,55.9
507,40.449452,-3.689436,22.0,12.8,56.0
508,40.449645,-3.689378,22.0,12.8,56.2
509,40.449838,-3.68932,22.0,12.8,56.3
510,40.450031,-3.689262,22.0,12.8,56.5
511,40.450223,-3.689205,22.0,12.8,56.6
512,40.450416,-3.689147,22.0,12.8,56.8
513,40.450609,-3.689089,22.0,12.8,56.9
514,40.450801,-3.689031,22.0,12.8,57.0
515,40.450994,-3.688974,22.0,12.8,57.2
516,40.451187,-3.688916,22.0,12.8,57.3
517,40.451379,-3.688858,22.0,12.8,57.5
518,40.451572,-3.688801,22.0,12.8,57.6
519,40.451765,-3.688743,22.0,12.8,57.8
520,40.451957,-3.688685,22.0,12.8,57.9
521,40.45215,-3.688627,22.0,12.8,58.1
522,40.452343,-3.68857,22.0,12.8,58.2
523,40.452535,-3.688512,22.0,12.8,58.4
524,40.452728,-3.688454,22.0,12.8,58.5
525,40.452921,-3.688396,22.0,12.8,58.6
526,40.453113,-3.688339,22.0,12.8,58.8
527,40.453306,-3.688281,22.0,12.8,58.9
528,40.453499,-3.688223,22.0,12.8,59.1
529,40.453692,-3.688165,22.0,12.8,59.2
530,40.453884,-3.688108,22.0,12.8,59.4
531,40.454077,-3.68805,22.0,12.8,59.5
532,40.45427,-3.687992,22.0,12.8,59.7
533,40.454462,-3.687935,22.0,12.8,59.8
534,40.454655,-3.687877,22.0,12.8,59.9
535,40.454848,-3.687819,22.0,12.8,60.1
536,40.45504,-3.687761,22.0,12.8,60.2
537,40.455233,-3.687704,22.0,12.8,60.4
538,40.455426,-3.687646,22.0,12.8,60.5
539,40.455618,-3.687588,22.0,12.8,60.7
540,40.455811,-3.68753,22.0,12.8,60.8
541,40.456004,-3.687473,22.0,12.8,61.0
542,40.456196,-3.687415,22.0,12.8,61.1
543,40.456389,-3.687357,22.0,12.8,61.2
544,40.456582,-3.687299,22.0,12.8,61.4
545,40.456774,-3.687242,22.0,12.8,61.5
546,40.456967,-3.687184,22.0,12.8,61.7
547,40.45716,-3.687126,22.0,12.8,61.8
548,40.457352,-3.687069,22.0,12.8,62.0
549,40.457545,-3.687011,22.0,12.8,62.1
550,40.457738,-3.686953,22.0,12.8,62.2
551,40.457931,-3.686895,22.0,12.8,62.4
552,40.458123,-3.686838,22.0,12.8,62.5
553,40.458316,-3.68678,22.0,12.8,62.7
554,40.458509,-3.686722,22.0,12.8,62.8
555,40.458701,-3.686664,22.0,12.8,63.0
556,40.458894,-3.686607,22.0,12.8,63.1
557,40.459087,-3.686549,22.0,12.8,63.2
