timestamp,latitude,longitude,speed,heading,altitude,battery
140,40.415668,-3.679,12.0,180.0,105.0,94.4
141,40.41556,-3.679,12.0,180.0,105.0,94.4
142,40.415452,-3.679,12.0,180.0,105.0,94.3
143,40.415345,-3.679,12.0,180.0,105.0,94.3
144,40.415237,-3.679,12.0,180.0,105.0,94.2
145,40.415129,-3.679,12.0,180.0,105.0,94.2
146,40.415021,-3.679,12.0,180.0,105.0,94.2
147,40.414914,-3.679,12.0,180.0,105.0,94.1
148,40.414806,-3.679,12.0,180.0,104.9,94.1
149,40.414698,-3.679,12.0,180.0,104.9,94.0
150,40.41459,-3.679,12.0,180.0,104.9,94.0
151,40.414482,-3.679,12.0,180.0,104.9,94.0
152,40.414375,-3.679,12.0,180.0,104.8,93.9
153,40.414267,-3.679,12.0,180.0,104.8,93.9
154,40.414159,-3.679,12.0,180.0,104.8,93.8
155,40.414051,-3.679,12.0,180.0,104.7,93.8
156,40.413943,-3.679,12.0,180.0,104.7,93.8
157,40.413836,-3.679,12.0,180.0,104.6,93.7
158,40.413728,-3.679,12.0,180.0,104.6,93.7
159,40.41362,-3.679,12.0,180.0,104.5,93.6
160,40.413512,-3.679,12.0,180.0,104.5,93.6
161,40.413404,-3.679,12.0,180.0,104.4,93.6
162,40.413297,-3.679,12.0,180.0,104.3,93.5
163,40.413189,-3.679,12.0,180.0,104.3,93.5
164,40.413081,-3.679,12.0,180.0,104.2,93.4
165,40.412973,-3.679,12.0,180.0,104.1,93.4
166,40.412865,-3.679,12.0,180.0,104.1,93.4
167,40.412758,-3.679,12.0,180.0,104.0,93.3
168,40.41265,-3.679,12.0,180.0,103.9,93.3
169,40.412542,-3.679,12.0,180.0,103.8,93.2
170,40.412434,-3.679,12.0,180.0,103.7,93.2
171,40.412326,-3.679,12.0,180.0,103.7,93.2
172,40.412219,-3.679,12.0,180.0,103.6,93.1
173,40.412111,-3.679,12.0,180.0,103.5,93.1
174,40.412003,-3.679,12.0,180.0,103.4,93.0
175,40.411895,-3.679,12.0,180.0,103.3,93.0
176,40.411787,-3.679,12.0,180.0,103.2,93.0
177,40.41168,-3.679,12.0,180.0,103.1,92.9
178,40.411572,-3.679,12.0,180.0,103.0,92.9
179,40.411464,-3.679,12.0,180.0,102.8,92.8
180,40.411356,-3.679,12.0,180.0,102.7,92.8
181,40.411248,-3.679,12.0,180.0,102.6,92.8
182,40.411141,-3.679,12.0,180.0,102.5,92.7
183,40.411033,-3.679,12.0,180.0,102.4,92.7
184,40.410975,-3.679093,10.18,230.6,102.2,92.6
185,40.410938,-3.679226,12.0,250.3,102.1,92.6
186,40.410902,-3.679359,12.0,250.3,102.0,92.6
187,40.410866,-3.679493,12.0,250.3,101.9,92.5
188,40.410829,-3.679626,12.0,250.3,101.7,92.5
189,40.410793,-3.679759,12.0,250.3,101.6,92.4
190,40.410757,-3.679892,12.0,250.3,101.4,92.4
191,40.41072,-3.680026,12.0,250.3,101.3,92.4
192,40.410684,-3.680159,12.0,250.3,101.1,92.3
193,40.410648,-3.680292,12.0,250.3,101.0,92.3
194,40.410611,-3.680426,12.0,250.3,100.8,92.2
195,40.410575,-3.680559,12.0,250.3,100.7,92.2
196,40.410539,-3.680692,12.0,250.3,100.5,92.2
197,40.410502,-3.680825,12.0,250.3,100.4,92.1
198,40.410466,-3.680959,12.0,250.3,100.2,92.1
199,40.410429,-3.681092,12.0,250.3,100.0,92.0
200,40.410393,-3.681225,12.0,250.3,99.9,92.0
201,40.410357,-3.681359,12.0,250.3,99.7,92.0
202,40.41032,-3.681492,12.0,250.3,99.5,91.9
203,40.410284,-3.681625,12.0,250.3,99.4,91.9
204,40.410248,-3.681758,12.0,250.3,99.2,91.8
205,40.410211,-3.681892,12.0,250.3,99.0,91.8
206,40.410175,-3.682025,12.0,250.3,98.8,91.8
207,40.410139,-3.682158,12.0,250.3,98.6,91.7
208,40.410102,-3.682292,12.0,250.3,98.5,91.7
209,40.410066,-3.682425,12.0,250.3,98.3,91.6
210,40.41003,-3.682558,12.0,250.3,98.1,91.6
211,40.409993,-3.682691,12.0,250.3,97.9,91.6
212,40.409957,-3.682825,12.0,250.3,97.7,91.5
213,40.409921,-3.682958,12.0,250.3,97.5,91.5
214,40.409884,-3.683091,12.0,250.3,97.3,91.4
215,40.409848,-3.683225,12.0,250.3,97.1,91.4
216,40.409812,-3.683358,12.0,250.3,96.9,91.4
217,40.409775,-3.683491,12.0,250.3,96.7,91.3
218,40.409739,-3.683624,12.0,250.3,96.5,91.3
219,40.409702,-3.683758,12.0,250.3,96.3,91.2
220,40.409666,-3.683891,12.0,250.3,96.1,91.2
221,40.40963,-3.684024,12.0,250.3,95.8,91.2
222,40.409593,-3.684157,12.0,250.3,95.6,91.1
223,40.409557,-3.684291,12.0,250.3,95.4,91.1
224,40.409521,-3.684424,12.0,250.3,95.2,91.0
225,40.409484,-3.684557,12.0,250.3,95.0,91.0
226,40.409448,-3.684691,12.0,250.3,94.7,91.0
227,40.409412,-3.684824,12.0,250.3,94.5,90.9
228,40.409375,-3.684957,12.0,250.3,94.3,90.9
229,40.409339,-3.68509,12.0,250.3,94.1,90.8
230,40.409303,-3.685224,12.0,250.3,93.8,90.8
231,40.409266,-3.685357,12.0,250.3,93.6,90.8
232,40.40923,-3.68549,12.0,250.3,93.4,90.7
233,40.409194,-3.685624,12.0,250.3,93.1,90.7
234,40.409157,-3.685757,12.0,250.3,92.9,90.6
235,40.409121,-3.68589,12.0,250.3,92.6,90.6
236,40.409085,-3.686023,12.0,250.3,92.4,90.6
237,40.409048,-3.686157,12.0,250.3,92.2,90.5
238,40.409012,-3.68629,12.0,250.3,91.9,90.5
239,40.408975,-3.686423,12.0,250.3,91.7,90.4
240,40.408939,-3.686557,12.0,250.3,91.4,90.4
241,40.408903,-3.68669,12.0,250.3,91.2,90.4
242,40.408866,-3.686823,12.0,250.3,90.9,90.3
243,40.40883,-3.686956,12.0,250.3,90.7,90.3
244,40.408794,-3.68709,12.0,250.3,90.4,90.2
245,40.408757,-3.687223,12.0,250.3,90.2,90.2
246,40.408721,-3.687356,12.0,250.3,89.9,90.2
247,40.408685,-3.68749,12.0,250.3,89.7,90.1
248,40.408648,-3.687623,12.0,250.3,89.4,90.1
249,40.408612,-3.687756,12.0,250.3,89.2,90.0
250,40.408576,-3.687889,12.0,250.3,88.9,90.0
251,40.408539,-3.688023,12.0,250.3,88.6,90.0
252,40.408503,-3.688156,12.0,250.3,88.4,89.9
253,40.408467,-3.688289,12.0,250.3,88.1,89.9
254,40.40843,-3.688423,12.0,250.3,87.8,89.8
255,40.408394,-3.688556,12.0,250.3,87.6,89.8
256,40.408358,-3.688689,12.0,250.3,87.3,89.8
257,40.408321,-3.688822,12.0,250.3,87.1,89.7
258,40.408285,-3.688956,12.0,250.3,86.8,89.7
259,40.408248,-3.689089,12.0,250.3,86.5,89.6
260,40.408212,-3.689222,12.0,250.3,86.3,89.6
261,40.408176,-3.689356,12.0,250.3,86.0,89.6
262,40.408139,-3.689489,12.0,250.3,85.7,89.5
263,40.408103,-3.689622,12.0,250.3,85.4,89.5
264,40.408067,-3.689755,12.0,250.3,85.2,89.4
265,40.40803,-3.689889,12.0,250.3,84.9,89.4
266,40.408016,-3.690009,10.33,261.3,84.6,89.4
267,40.408115,-3.690065,12.0,336.8,84.4,89.3
268,40.408215,-3.690121,12.0,336.8,84.1,89.3
269,40.408314,-3.690176,12.0,336.8,83.8,89.2
270,40.408413,-3.690232,12.0,336.8,83.5,89.2
271,40.408512,-3.690288,12.0,336.8,83.3,89.2
272,40.408611,-3.690344,12.0,336.8,83.0,89.1
273,40.40871,-3.690399,12.0,336.8,82.7,89.1
274,40.408809,-3.690455,12.0,336.8,82.4,89.0
275,40.408908,-3.690511,12.0,336.8,82.1,89.0
276,40.409007,-3.690567,12.0,336.8,81.9,89.0
277,40.409106,-3.690622,12.0,336.8,81.6,88.9
278,40.409205,-3.690678,12.0,336.8,81.3,88.9
279,40.409305,-3.690734,12.0,336.8,81.0,88.8
280,40.409404,-3.69079,12.0,336.8,80.8,88.8
281,40.409503,-3.690845,12.0,336.8,80.5,88.8
282,40.409602,-3.690901,12.0,336.8,80.2,88.7
283,40.409701,-3.690957,12.0,336.8,79.9,88.7
284,40.4098,-3.691012,12.0,336.8,79.7,88.6
285,40.409899,-3.691068,12.0,336.8,79.4,88.6
286,40.409998,-3.691124,12.0,336.8,79.1,88.6
287,40.410097,-3.69118,12.0,336.8,78.8,88.5
288,40.410196,-3.691235,12.0,336.8,78.5,88.5
289,40.410295,-3.691291,12.0,336.8,78.3,88.4
290,40.410395,-3.691347,12.0,336.8,78.0,88.4
291,40.410494,-3.691403,12.0,336.8,77.7,88.4
292,40.410593,-3.691458,12.0,336.8,77.4,88.3
293,40.410692,-3.691514,12.0,336.8,77.2,88.3
294,40.410791,-3.69157,12.0,336.8,76.9,88.2
295,40.41089,-3.691626,12.0,336.8,76.6,88.2
296,40.410989,-3.691681,12.0,336.8,76.3,88.2
297,40.411088,-3.691737,12.0,336.8,76.1,88.1
298,40.411187,-3.691793,12.0,336.8,75.8,88.1
299,40.411286,-3.691849,12.0,336.8,75.5,88.0
300,40.411385,-3.691904,12.0,336.8,75.2,88.0
301,40.411484,-3.69196,12.0,336.8,75.0,88.0
302,40.411584,-3.692016,12.0,336.8,74.7,87.9
303,40.411683,-3.692072,12.0,336.8,74.4,87.9
304,40.411782,-3.692127,12.0,336.8,74.2,87.8
305,40.411881,-3.692183,12.0,336.8,73.9,87.8
306,40.41198,-3.692239,12.0,336.8,73.6,87.8
307,40.412079,-3.692294,12.0,336.8,73.3,87.7
308,40.412178,-3.69235,12.0,336.8,73.1,87.7
309,40.412277,-3.692406,12.0,336.8,72.8,87.6
310,40.412376,-3.692462,12.0,336.8,72.5,87.6
311,40.412475,-3.692517,12.0,336.8,72.3,87.6
312,40.412574,-3.692573,12.0,336.8,72.0,87.5
313,40.412674,-3.692629,12.0,336.8,71.8,87.5
314,40.412773,-3.692685,12.0,336.8,71.5,87.4
315,40.412872,-3.69274,12.0,336.8,71.2,87.4
316,40.412971,-3.692796,12.0,336.8,71.0,87.4
317,40.41307,-3.692852,12.0,336.8,70.7,87.3
318,40.413169,-3.692908,12.0,336.8,70.5,87.3
319,40.413268,-3.692963,12.0,336.8,70.2,87.2
320,40.413367,-3.693019,12.0,336.8,69.9,87.2
321,40.413466,-3.693075,12.0,336.8,69.7,87.2
322,40.413565,-3.693131,12.0,336.8,69.4,87.1
323,40.413664,-3.693186,12.0,336.8,69.2,87.1
324,40.413764,-3.693242,12.0,336.8,68.9,87.0
325,40.413863,-3.693298,12.0,336.8,68.7,87.0
326,40.413962,-3.693353,12.0,336.8,68.4,87.0
327,40.414061,-3.693409,12.0,336.8,68.2,86.9
328,40.41416,-3.693465,12.0,336.8,68.0,86.9
329,40.414259,-3.693521,12.0,336.8,67.7,86.8
330,40.414358,-3.693576,12.0,336.8,67.5,86.8
331,40.414457,-3.693632,12.0,336.8,67.2,86.8
332,40.414556,-3.693688,12.0,336.8,67.0,86.7
333,40.414655,-3.693744,12.0,336.8,66.8,86.7
334,40.414754,-3.693799,12.0,336.8,66.5,86.6
335,40.414854,-3.693855,12.0,336.8,66.3,86.6
336,40.414953,-3.693911,12.0,336.8,66.1,86.6
337,40.415052,-3.693967,12.0,336.8,65.8,86.5
338,40.415151,-3.694022,12.0,336.8,65.6,86.5
339,40.41525,-3.694078,12.0,336.8,65.4,86.4
340,40.415349,-3.694134,12.0,336.8,65.1,86.4
341,40.415448,-3.69419,12.0,336.8,64.9,86.4
342,40.415547,-3.694245,12.0,336.8,64.7,86.3
343,40.415646,-3.694301,12.0,336.8,64.5,86.3
344,40.415745,-3.694357,12.0,336.8,64.3,86.2
345,40.415844,-3.694413,12.0,336.8,64.1,86.2
346,40.415944,-3.694468,12.0,336.8,63.8,86.2
347,40.416044,-3.694481,11.25,354.4,63.6,86.1
348,40.416147,-3.694438,12.0,17.9,63.4,86.1
349,40.416249,-3.694394,12.0,17.9,63.2,86.0
350,40.416352,-3.694351,12.0,17.9,63.0,86.0
351,40.416454,-3.694307,12.0,17.9,62.8,86.0
352,40.416557,-3.694264,12.0,17.9,62.6,85.9
353,40.41666,-3.69422,12.0,17.9,62.4,85.9
354,40.416762,-3.694177,12.0,17.9,62.2,85.8
355,40.416865,-3.694133,12.0,17.9,62.0,85.8
356,40.416967,-3.69409,12.0,17.9,61.8,85.8
357,40.41707,-3.694046,12.0,17.9,61.6,85.7
358,40.417173,-3.694003,12.0,17.9,61.4,85.7
359,40.417275,-3.693959,12.0,17.9,61.3,85.6
360,40.417378,-3.693916,12.0,17.9,61.1,85.6
361,40.41748,-3.693872,12.0,17.9,60.9,85.6
362,40.417583,-3.693828,12.0,17.9,60.7,85.5
363,40.417685,-3.693785,12.0,17.9,60.5,85.5
364,40.417788,-3.693741,12.0,17.9,60.4,85.4
365,40.417891,-3.693698,12.0,17.9,60.2,85.4
366,40.417993,-3.693654,12.0,17.9,60.0,85.4
367,40.418096,-3.693611,12.0,17.9,59.9,85.3
368,40.418198,-3.693567,12.0,17.9,59.7,85.3
369,40.418301,-3.693524,12.0,17.9,59.5,85.2
370,40.418403,-3.69348,12.0,17.9,59.4,85.2
371,40.418506,-3.693437,12.0,17.9,59.2,85.2
372,40.418609,-3.693393,12.0,17.9,59.1,85.1
373,40.418711,-3.69335,12.0,17.9,58.9,85.1
374,40.418814,-3.693306,12.0,17.9,58.8,85.0
375,40.418916,-3.693263,12.0,17.9,58.6,85.0
376,40.419019,-3.693219,12.0,17.9,58.5,85.0
377,40.419122,-3.693176,12.0,17.9,58.3,84.9
378,40.419224,-3.693132,12.0,17.9,58.2,84.9
379,40.419305,-3.693064,10.74,32.6,58.1,84.8
380,40.419326,-3.692925,12.0,78.9,57.9,84.8
381,40.419347,-3.692786,12.0,78.9,57.8,84.8
382,40.419367,-3.692647,12.0,78.9,57.7,84.7
383,40.419388,-3.692508,12.0,78.9,57.6,84.7
384,40.419409,-3.692369,12.0,78.9,57.4,84.6
385,40.41943,-3.69223,12.0,78.9,57.3,84.6
386,40.41945,-3.692091,12.0,78.9,57.2,84.6
387,40.419471,-3.691952,12.0,78.9,57.1,84.5
388,40.419492,-3.691813,12.0,78.9,57.0,84.5
389,40.419512,-3.691674,12.0,78.9,56.9,84.4
390,40.419533,-3.691535,12.0,78.9,56.8,84.4
391,40.419554,-3.691396,12.0,78.9,56.7,84.4
392,40.419574,-3.691257,12.0,78.9,56.6,84.3
393,40.419595,-3.691118,12.0,78.9,56.5,84.3
394,40.419616,-3.690979,12.0,78.9,56.4,84.2
395,40.419637,-3.69084,12.0,78.9,56.3,84.2
396,40.419657,-3.690702,12.0,78.9,56.2,84.2
397,40.419678,-3.690563,12.0,78.9,56.1,84.1
398,40.419699,-3.690424,12.0,78.9,56.0,84.1
399,40.419719,-3.690285,12.0,78.9,56.0,84.0
400,40.41974,-3.690146,12.0,78.9,55.9,84.0
401,40.419761,-3.690007,12.0,78.9,55.8,84.0
402,40.419781,-3.689868,12.0,78.9,55.8,83.9
403,40.419802,-3.689729,12.0,78.9,55.7,83.9
404,40.419823,-3.68959,12.0,78.9,55.6,83.8
405,40.419843,-3.689451,12.0,78.9,55.6,83.8
406,40.419864,-3.689312,12.0,78.9,55.5,83.8
407,40.419885,-3.689173,12.0,78.9,55.5,83.7
408,40.419906,-3.689034,12.0,78.9,55.4,83.7
409,40.419926,-3.688895,12.0,78.9,55.4,83.6
410,40.419947,-3.688756,12.0,78.9,55.3,83.6
411,40.419968,-3.688617,12.0,78.9,55.3,83.6
412,40.419988,-3.688478,12.0,78.9,55.2,83.5
413,40.420018,-3.688343,11.94,73.8,55.2,83.5
414,40.42006,-3.688212,12.0,67.3,55.2,83.4
415,40.420102,-3.688082,12.0,67.3,55.1,83.4
416,40.420143,-3.687951,12.0,67.3,55.1,83.4
417,40.420185,-3.687821,12.0,67.3,55.1,83.3
418,40.420227,-3.68769,12.0,67.3,55.1,83.3
419,40.420268,-3.687559,12.0,67.3,55.0,83.2
420,40.42031,-3.687429,12.0,67.3,55.0,83.2
421,40.420352,-3.687298,12.0,67.3,55.0,83.2
422,40.420393,-3.687168,12.0,67.3,55.0,83.1
423,40.420435,-3.687037,12.0,67.3,55.0,83.1
424,40.420477,-3.686906,12.0,67.3,55.0,83.0
425,40.420518,-3.686776,12.0,67.3,55.0,83.0
426,40.42056,-3.686645,12.0,67.3,55.0,83.0
427,40.420602,-3.686515,12.0,67.3,55.0,82.9
428,40.420643,-3.686384,12.0,67.3,55.0,82.9
429,40.420685,-3.686254,12.0,67.3,55.0,82.8
430,40.420727,-3.686123,12.0,67.3,55.1,82.8
431,40.420768,-3.685992,12.0,67.3,55.1,82.8
432,40.42081,-3.685862,12.0,67.3,55.1,82.7
433,40.420852,-3.685731,12.0,67.3,55.1,82.7
434,40.420893,-3.685601,12.0,67.3,55.2,82.6
435,40.420935,-3.68547,12.0,67.3,55.2,82.6
436,40.420977,-3.685339,12.0,67.3,55.2,82.6
437,40.421018,-3.685209,12.0,67.3,55.3,82.5
438,40.42106,-3.685078,12.0,67.3,55.3,82.5
439,40.421102,-3.684948,12.0,67.3,55.3,82.4
440,40.421143,-3.684817,12.0,67.3,55.4,82.4
441,40.421185,-3.684687,12.0,67.3,55.4,82.4
442,40.421227,-3.684556,12.0,67.3,55.5,82.3
443,40.421268,-3.684425,12.0,67.3,55.5,82.3
444,40.42131,-3.684295,12.0,67.3,55.6,82.2
445,40.421352,-3.684164,12.0,67.3,55.7,82.2
446,40.421394,-3.684034,12.0,67.3,55.7,82.2
447,40.421435,-3.683903,12.0,67.3,55.8,82.1
448,40.421477,-3.683772,12.0,67.3,55.9,82.1
449,40.421519,-3.683642,12.0,67.3,55.9,82.0
450,40.42156,-3.683511,12.0,67.3,56.0,82.0
451,40.421602,-3.683381,12.0,67.3,56.1,82.0
452,40.421644,-3.68325,12.0,67.3,56.2,81.9
453,40.421685,-3.68312,12.0,67.3,56.3,81.9
454,40.421727,-3.682989,12.0,67.3,56.4,81.8
455,40.421769,-3.682858,12.0,67.3,56.5,81.8
456,40.42181,-3.682728,12.0,67.3,56.6,81.8
457,40.421852,-3.682597,12.0,67.3,56.7,81.7
458,40.421894,-3.682467,12.0,67.3,56.8,81.7
459,40.421935,-3.682336,12.0,67.3,56.9,81.6
460,40.421977,-3.682205,12.0,67.3,57.0,81.6
461,40.422019,-3.682075,12.0,67.3,57.1,81.6
462,40.42206,-3.681944,12.0,67.3,57.2,81.5
463,40.422102,-3.681814,12.0,67.3,57.3,81.5
464,40.422144,-3.681683,12.0,67.3,57.4,81.4
465,40.422185,-3.681553,12.0,67.3,57.5,81.4
466,40.422227,-3.681422,12.0,67.3,57.7,81.4
467,40.422269,-3.681291,12.0,67.3,57.8,81.3
468,40.42231,-3.681161,12.0,67.3,57.9,81.3
469,40.422352,-3.68103,12.0,67.3,58.0,81.2
470,40.422394,-3.6809,12.0,67.3,58.2,81.2
471,40.422435,-3.680769,12.0,67.3,58.3,81.2
472,40.422477,-3.680638,12.0,67.3,58.5,81.1
473,40.422519,-3.680508,12.0,67.3,58.6,81.1
474,40.42256,-3.680377,12.0,67.3,58.7,81.0
475,40.422602,-3.680247,12.0,67.3,58.9,81.0
476,40.422644,-3.680116,12.0,67.3,59.0,81.0
477,40.422685,-3.679986,12.0,67.3,59.2,80.9
478,40.422727,-3.679855,12.0,67.3,59.3,80.9
479,40.422769,-3.679724,12.0,67.3,59.5,80.8
480,40.422811,-3.679594,12.0,67.3,59.7,80.8
481,40.422852,-3.679463,12.0,67.3,59.8,80.8
482,40.422894,-3.679333,12.0,67.3,60.0,80.7
483,40.422936,-3.679202,12.0,67.3,60.2,80.7
